phrase,concordance
privacy seals,0.8771929824561403
privacy aspects,0.8771929824561403
privacy perspective,0.8771929824561403
privacy challenges,0.8771929824561403
privacy might,0.8771929824561403
privacy lessens,0.8771929824561403
privacy poses,0.8771929824561403
privacy afforded,0.8771929824561403
privacy debate,0.8771929824561403
privacy may,0.8771929824561403
privacy without,0.8771929824561403
privacy i.e,0.8771929824561403
privacy model,0.8771929824561403
privacy aims,0.8771929824561403
privacy seeking,0.8771929824561403
privacy mechanisms,0.8771929824561403
privacy data,0.8771929824561403
privacy device,0.8771929824561403
privacy property,0.8771929824561403
privacy invasion,0.8771929824561403
privacy notices,0.8771929824561403
tall buildings,100.0
redundancy elimination,26.666666666666668
redundancy introduced,13.333333333333334
redundancy may,6.666666666666667
redundancy required,6.666666666666667
redundancy evaluation,6.666666666666667
redundancy enough,6.666666666666667
redundancy techniques,6.666666666666667
redundancy information,6.666666666666667
redundancy degree,6.666666666666667
redundancy proposed,6.666666666666667
redundancy among,6.666666666666667
early stages,17.582417582417584
early stage,7.6923076923076925
early phases,5.4945054945054945
early design,4.395604395604396
early adopters,3.296703296703297
early phase,3.296703296703297
early development,2.197802197802198
early print,2.197802197802198
early research,2.197802197802198
early specified,1.098901098901099
early 1980s,1.098901098901099
early drafts,1.098901098901099
early prototype,1.098901098901099
early interactive,1.098901098901099
early contacts,1.098901098901099
early detection,1.098901098901099
early V&V,1.098901098901099
early depends,1.098901098901099
early hands-on,1.098901098901099
early fetches,1.098901098901099
early history,1.098901098901099
early systems,1.098901098901099
early commitment,1.098901098901099
early experiments,1.098901098901099
early trials,1.098901098901099
early evaluation,1.098901098901099
early user,1.098901098901099
early instantiations,1.098901098901099
early working,1.098901098901099
early architecture,1.098901098901099
early desktop,1.098901098901099
early participant,1.098901098901099
early 2003,1.098901098901099
early purchasing,1.098901098901099
early entries,1.098901098901099
early literature,1.098901098901099
early developments,1.098901098901099
early researchers,1.098901098901099
early evaluations,1.098901098901099
early infection,1.098901098901099
early report,1.098901098901099
early equipments,1.098901098901099
early results,1.098901098901099
early adoption,1.098901098901099
early state,1.098901098901099
early 90ýs,1.098901098901099
early environments,1.098901098901099
early election,1.098901098901099
early expiration,1.098901098901099
early mobile,1.098901098901099
early standard,1.098901098901099
early lifecycle,1.098901098901099
early computation,1.098901098901099
early compiler,1.098901098901099
early register,1.098901098901099
early example,1.098901098901099
lateral information,33.33333333333333
lateral resolution,33.33333333333333
lateral sclerosis,33.33333333333333
semi-automatic identification,16.666666666666664
semi-automatic indexing,16.666666666666664
semi-automatic tool,16.666666666666664
semi-automatic mapping,16.666666666666664
semi-automatic laborsaving,16.666666666666664
semi-automatic approach,16.666666666666664
technique based,7.38255033557047
technique uses,5.369127516778524
technique allows,4.697986577181208
technique used,4.697986577181208
technique called,4.697986577181208
technique improves,2.684563758389262
technique using,2.684563758389262
technique provides,2.684563758389262
technique suitable,2.013422818791946
technique outperforms,2.013422818791946
technique also,2.013422818791946
technique combinations,1.342281879194631
technique reduced,1.342281879194631
technique requires,1.342281879194631
technique could,1.342281879194631
technique applicable,1.342281879194631
technique significantly,1.342281879194631
technique developed,1.342281879194631
technique presented,1.342281879194631
technique eliminates,1.342281879194631
technique aimed,1.342281879194631
technique achieves,1.342281879194631
technique primarily,0.6711409395973155
technique writes,0.6711409395973155
technique minimizes,0.6711409395973155
technique combination,0.6711409395973155
technique maps,0.6711409395973155
technique employs,0.6711409395973155
technique picks,0.6711409395973155
technique gives,0.6711409395973155
technique yields,0.6711409395973155
technique detects,0.6711409395973155
technique addresses,0.6711409395973155
technique automated,0.6711409395973155
technique suggests,0.6711409395973155
technique loses,0.6711409395973155
technique alone,0.6711409395973155
technique involves,0.6711409395973155
technique superimposes,0.6711409395973155
technique consists,0.6711409395973155
technique combines,0.6711409395973155
technique capable,0.6711409395973155
technique helps,0.6711409395973155
technique required,0.6711409395973155
technique needed,0.6711409395973155
technique performs,0.6711409395973155
technique utilizing,0.6711409395973155
technique enhances,0.6711409395973155
technique discussed,0.6711409395973155
technique takes,0.6711409395973155
technique contains,0.6711409395973155
technique maintains,0.6711409395973155
technique include,0.6711409395973155
technique arising,0.6711409395973155
technique partitions,0.6711409395973155
technique limit,0.6711409395973155
technique avoids,0.6711409395973155
technique introduced,0.6711409395973155
technique applied,0.6711409395973155
technique adopted,0.6711409395973155
technique support,0.6711409395973155
technique shows,0.6711409395973155
technique differs,0.6711409395973155
technique proposed,0.6711409395973155
technique adapted,0.6711409395973155
technique ICenter,0.6711409395973155
technique aims,0.6711409395973155
technique becomes,0.6711409395973155
technique necessary,0.6711409395973155
technique makes,0.6711409395973155
technique indicated,0.6711409395973155
technique design,0.6711409395973155
technique known,0.6711409395973155
technique decomposes,0.6711409395973155
technique applies,0.6711409395973155
technique seldom,0.6711409395973155
technique inspired,0.6711409395973155
technique often,0.6711409395973155
technique replaces,0.6711409395973155
technique described,0.6711409395973155
technique divides,0.6711409395973155
technique First,0.6711409395973155
technique via,0.6711409395973155
technique combining,0.6711409395973155
technique incurs,0.6711409395973155
technique without,0.6711409395973155
technique represents,0.6711409395973155
technique simulates,0.6711409395973155
ageing impact,100.0
chips composed,33.33333333333333
chips without,33.33333333333333
chips depends,33.33333333333333
discretized using,100.0
cutset generation,100.0
multihop routing,100.0
trie structure,33.33333333333333
trie nodes,33.33333333333333
trie structures,33.33333333333333
accessible applications,9.523809523809524
accessible multimedia,9.523809523809524
accessible courses,4.761904761904762
accessible open-source,4.761904761904762
accessible Web,4.761904761904762
accessible means,4.761904761904762
accessible virtual,4.761904761904762
accessible thick,4.761904761904762
accessible mobile,4.761904761904762
accessible design,4.761904761904762
accessible web,4.761904761904762
accessible remake,4.761904761904762
accessible everywhere,4.761904761904762
accessible nodes,4.761904761904762
accessible process-node,4.761904761904762
accessible via,4.761904761904762
accessible RF,4.761904761904762
accessible systems,4.761904761904762
accessible databases,4.761904761904762
incision made,100.0
metaphor changed,33.33333333333333
metaphor implies,33.33333333333333
metaphor described,33.33333333333333
novice Java,20.0
novice users,20.0
novice storytellers,10.0
novice designers,10.0
novice processes,10.0
novice programmers,10.0
novice HCI,10.0
novice blind,10.0
richer model,16.666666666666664
richer information,16.666666666666664
richer set,16.666666666666664
richer data,8.333333333333332
richer characterization,8.333333333333332
richer description,8.333333333333332
richer constructs,8.333333333333332
richer phenomenon,8.333333333333332
richer expression,8.333333333333332
mega pixel,50.0
mega e-powerhouses,50.0
narrowband lowpass,100.0
gossip protocol,40.0
gossip technique,20.0
gossip communication,20.0
gossip round,20.0
tutor participates,100.0
boosting algorithm,100.0
adjoining spaces,50.0
adjoining inner,50.0
multinational organization,50.0
multinational organizations,50.0
elegant formalism,12.5
elegant incorporation,12.5
elegant adjustment,12.5
elegant recovery,12.5
elegant de,12.5
elegant approach,12.5
elegant solution,12.5
elegant techniques,12.5
selective forwarding,13.636363636363635
selective segmentation,9.090909090909092
selective term,9.090909090909092
selective channels,9.090909090909092
selective refinement,4.545454545454546
selective simplification,4.545454545454546
selective range,4.545454545454546
selective fading,4.545454545454546
selective encryption,4.545454545454546
selective review,4.545454545454546
selective selfishness,4.545454545454546
selective rendering,4.545454545454546
selective herbicide,4.545454545454546
selective information,4.545454545454546
selective attention,4.545454545454546
selective backtracking,4.545454545454546
selective cache,4.545454545454546
write permissions,13.793103448275861
write specifications,10.344827586206897
write operations,6.896551724137931
write ports,6.896551724137931
write 20-line,3.4482758620689653
write Tcl,3.4482758620689653
write scripts,3.4482758620689653
write back,3.4482758620689653
write performance,3.4482758620689653
write rates,3.4482758620689653
write without,3.4482758620689653
write sentences,3.4482758620689653
write contents,3.4482758620689653
write storybooks,3.4482758620689653
write better,3.4482758620689653
write system,3.4482758620689653
write alphanumeric,3.4482758620689653
write address,3.4482758620689653
write hardware,3.4482758620689653
write request,3.4482758620689653
write dominant,3.4482758620689653
write operation,3.4482758620689653
camera-based body,50.0
camera-based depth,50.0
stimulating idea,50.0
stimulating trade,50.0
ideals may,100.0
operating system,48.0
operating systems,35.0
operating characteristic,2.0
operating frequency,2.0
operating system.This,1.0
operating statistics,1.0
operating strategies,1.0
operating sys,1.0
operating modes,1.0
operating mode,1.0
operating system's,1.0
operating characteristics,1.0
operating environment,1.0
operating e-marketplaces,1.0
operating models,1.0
operating system-SmartOSEK,1.0
operating conditions,1.0
inventing means,100.0
multiply-add problem,50.0
multiply-add problems,16.666666666666664
multiply-add operation,16.666666666666664
multiply-add extraction,16.666666666666664
logic-based approach,16.666666666666664
logic-based verification,16.666666666666664
logic-based explanation,16.666666666666664
logic-based request,16.666666666666664
logic-based computers,16.666666666666664
logic-based formalism,16.666666666666664
nonblocking execution,66.66666666666666
nonblocking communication,33.33333333333333
programme requires,100.0
narrow focus,28.57142857142857
narrow leaves,14.285714285714285
narrow design,14.285714285714285
narrow memory,14.285714285714285
narrow network,14.285714285714285
narrow sub-domain,14.285714285714285
scheme based,15.254237288135593
scheme using,5.932203389830509
scheme called,4.23728813559322
scheme provides,2.5423728813559325
scheme improves,2.5423728813559325
scheme decreases,1.694915254237288
scheme outperforms,1.694915254237288
scheme without,1.694915254237288
scheme shows,1.694915254237288
scheme controls,1.694915254237288
scheme needs,1.694915254237288
scheme allows,1.694915254237288
scheme achieves,1.694915254237288
scheme implementation,1.694915254237288
scheme proposed,1.694915254237288
scheme also,1.694915254237288
scheme delivers,1.694915254237288
scheme requires,0.847457627118644
scheme adopting,0.847457627118644
scheme dynamically,0.847457627118644
scheme take,0.847457627118644
scheme significantly,0.847457627118644
scheme fails,0.847457627118644
scheme performs,0.847457627118644
scheme targeting,0.847457627118644
scheme obtains,0.847457627118644
scheme design,0.847457627118644
scheme learn,0.847457627118644
scheme reduces,0.847457627118644
scheme offering,0.847457627118644
scheme seeking,0.847457627118644
scheme applies,0.847457627118644
scheme produces,0.847457627118644
scheme comparing,0.847457627118644
scheme relies,0.847457627118644
scheme wins,0.847457627118644
scheme improved,0.847457627118644
scheme overcomes,0.847457627118644
scheme identifies,0.847457627118644
scheme discards,0.847457627118644
scheme DSDV,0.847457627118644
scheme reveals,0.847457627118644
scheme would,0.847457627118644
scheme works,0.847457627118644
scheme suffers,0.847457627118644
scheme optimizes,0.847457627118644
scheme support,0.847457627118644
scheme considering,0.847457627118644
scheme could,0.847457627118644
scheme gives,0.847457627118644
scheme amongst,0.847457627118644
scheme detects,0.847457627118644
scheme finding,0.847457627118644
scheme finds,0.847457627118644
scheme adds,0.847457627118644
scheme consists,0.847457627118644
scheme avoids,0.847457627118644
scheme chosen,0.847457627118644
scheme successfully,0.847457627118644
scheme adequately,0.847457627118644
scheme demonstrate,0.847457627118644
scheme applicable,0.847457627118644
scheme helps,0.847457627118644
scheme 1,0.847457627118644
scheme RSASSA-PKCS1-v1,0.847457627118644
scheme defined,0.847457627118644
scheme destined,0.847457627118644
scheme named,0.847457627118644
scheme considers,0.847457627118644
scheme representing,0.847457627118644
scheme carried,0.847457627118644
scheme must,0.847457627118644
scheme achieving,0.847457627118644
scheme used,0.847457627118644
scheme known,0.847457627118644
customized solutions,22.22222222222222
customized services,11.11111111111111
customized news,11.11111111111111
customized frame,11.11111111111111
customized configurations,11.11111111111111
customized quality,11.11111111111111
customized enterprise,11.11111111111111
customized software,11.11111111111111
wisdom suggests,100.0
coordinator server,40.0
coordinator preferentially,20.0
coordinator node,20.0
coordinator recognizes,20.0
weights instead,20.0
weights corresponding,20.0
weights assigned,20.0
weights play,20.0
weights adaptively,20.0
binary tree,9.25925925925926
binary image,7.4074074074074066
binary search,5.555555555555555
binary data,5.555555555555555
binary executable,3.7037037037037033
binary code,3.7037037037037033
binary executables,3.7037037037037033
binary images,3.7037037037037033
binary feature,3.7037037037037033
binary form,3.7037037037037033
binary relation,3.7037037037037033
binary applications,3.7037037037037033
binary strings,3.7037037037037033
binary load,1.8518518518518516
binary format,1.8518518518518516
binary denoting,1.8518518518518516
binary voxel,1.8518518518518516
binary compression,1.8518518518518516
binary consistency,1.8518518518518516
binary mask,1.8518518518518516
binary foreground-background,1.8518518518518516
binary coded,1.8518518518518516
binary black-and-white,1.8518518518518516
binary machine,1.8518518518518516
binary buddy,1.8518518518518516
binary logistic,1.8518518518518516
binary decision,1.8518518518518516
binary soft,1.8518518518518516
binary SVC,1.8518518518518516
binary problems,1.8518518518518516
binary relations,1.8518518518518516
binary representation,1.8518518518518516
binary instrumentation,1.8518518518518516
binary instructions,1.8518518518518516
cascade anisotropic,66.66666666666666
cascade manner,33.33333333333333
photos outside,100.0
partial differential,6.666666666666667
partial evaluation,5.555555555555555
partial correctness,4.444444444444445
partial reconstructions,4.444444444444445
partial replication,4.444444444444445
partial enumeration,4.444444444444445
partial models,3.3333333333333335
partial surfaces,3.3333333333333335
partial synchrony,3.3333333333333335
partial 3D,3.3333333333333335
partial order,3.3333333333333335
partial solutions,2.2222222222222223
partial redundancy,2.2222222222222223
partial occlusions,2.2222222222222223
partial information,2.2222222222222223
partial derivatives,2.2222222222222223
partial matching,2.2222222222222223
partial surface,1.1111111111111112
partial reconstruction,1.1111111111111112
partial sequences,1.1111111111111112
partial stream,1.1111111111111112
partial descriptions,1.1111111111111112
partial operations,1.1111111111111112
partial functions,1.1111111111111112
partial semantic,1.1111111111111112
partial patch,1.1111111111111112
partial model,1.1111111111111112
partial occlusion,1.1111111111111112
partial PIC,1.1111111111111112
partial verification,1.1111111111111112
partial agreements,1.1111111111111112
partial strategies,1.1111111111111112
partial pivoting,1.1111111111111112
partial protection,1.1111111111111112
partial product,1.1111111111111112
partial solution,1.1111111111111112
partial fraction,1.1111111111111112
partial free-word-order,1.1111111111111112
partial pre-retrieval,1.1111111111111112
partial airspace,1.1111111111111112
partial amnesia,1.1111111111111112
partial derivative,1.1111111111111112
partial occluded,1.1111111111111112
partial action,1.1111111111111112
partial classifications,1.1111111111111112
partial delegation,1.1111111111111112
partial truth,1.1111111111111112
partial hunting,1.1111111111111112
partial somatic,1.1111111111111112
partial breast,1.1111111111111112
partial dead,1.1111111111111112
partial schedules,1.1111111111111112
partial ordering,1.1111111111111112
young people,20.0
young adults,20.0
young children,20.0
young boxer,10.0
young people's,10.0
young field,10.0
young engineers,10.0
citation Analysis,100.0
organisation extends,33.33333333333333
organisation policy,33.33333333333333
organisation devices,33.33333333333333
demultiplexing middleware,100.0
escape analysis,50.0
escape analyses,16.666666666666664
escape detection,16.666666666666664
escape identification,16.666666666666664
replicated service,16.666666666666664
replicated services,16.666666666666664
replicated storage,16.666666666666664
replicated systems,16.666666666666664
replicated case,16.666666666666664
replicated execution,16.666666666666664
aligning high-resolution,100.0
concise way,30.0
concise specification,10.0
concise questionnaire,10.0
concise description,10.0
concise solution,10.0
concise manner,10.0
concise implementation,10.0
concise graphic,10.0
pronunciation courses,100.0
stages occlusions,16.666666666666664
stages fuzzy,16.666666666666664
stages gives,16.666666666666664
stages plastic,16.666666666666664
stages respectively,16.666666666666664
stages grows,16.666666666666664
non-adjacent vertices,50.0
non-adjacent constituents,50.0
instrument developed,14.285714285714285
instrument combines,14.285714285714285
instrument development,14.285714285714285
instrument control,14.285714285714285
instrument groups,14.285714285714285
instrument allowed,14.285714285714285
instrument suffers,14.285714285714285
intended system,15.384615384615385
intended course,7.6923076923076925
intended application,7.6923076923076925
intended feature,7.6923076923076925
intended sequencing,7.6923076923076925
intended genre,7.6923076923076925
intended Podcasts,7.6923076923076925
intended audience,7.6923076923076925
intended uses,7.6923076923076925
intended model,7.6923076923076925
intended functionality,7.6923076923076925
intended impression,7.6923076923076925
comparator networks,50.0
comparator network,50.0
hierarchial neural,100.0
marginal role,20.0
marginal cost,20.0
marginal values,20.0
marginal production,20.0
marginal value,20.0
commerce development,5.063291139240507
commerce applications,4.430379746835443
commerce chain,3.79746835443038
commerce systems,3.79746835443038
commerce adoption,3.1645569620253164
commerce market,3.1645569620253164
commerce industry,2.5316455696202533
commerce system,2.5316455696202533
commerce environment,2.5316455696202533
commerce environments,2.5316455696202533
commerce statistics,1.89873417721519
commerce engine,1.89873417721519
commerce business,1.89873417721519
commerce websites,1.89873417721519
commerce project,1.89873417721519
commerce network,1.89873417721519
commerce related,1.2658227848101267
commerce framework,1.2658227848101267
commerce value-added,1.2658227848101267
commerce status,1.2658227848101267
commerce model,1.2658227848101267
commerce process,1.2658227848101267
commerce activities,1.2658227848101267
commerce companies,1.2658227848101267
commerce decision,1.2658227848101267
commerce technology,1.2658227848101267
commerce researches,0.6329113924050633
commerce mode,0.6329113924050633
commerce frameworks,0.6329113924050633
commerce field,0.6329113924050633
commerce Framework,0.6329113924050633
commerce components,0.6329113924050633
commerce definitions,0.6329113924050633
commerce definition,0.6329113924050633
commerce includes,0.6329113924050633
commerce informationizes,0.6329113924050633
commerce covers,0.6329113924050633
commerce defines,0.6329113924050633
commerce knowledge,0.6329113924050633
commerce interactions,0.6329113924050633
commerce collaboration,0.6329113924050633
commerce laws,0.6329113924050633
commerce legislation,0.6329113924050633
commerce personnel,0.6329113924050633
commerce functions,0.6329113924050633
commerce cases,0.6329113924050633
commerce application,0.6329113924050633
commerce witnessed,0.6329113924050633
commerce allows,0.6329113924050633
commerce uses,0.6329113924050633
commerce interaction,0.6329113924050633
commerce cannot,0.6329113924050633
commerce pattern,0.6329113924050633
commerce processes,0.6329113924050633
commerce trust,0.6329113924050633
commerce merchant,0.6329113924050633
commerce request,0.6329113924050633
commerce requires,0.6329113924050633
commerce vendors,0.6329113924050633
commerce modeling,0.6329113924050633
commerce presents,0.6329113924050633
commerce federations,0.6329113924050633
commerce search,0.6329113924050633
commerce terms,0.6329113924050633
commerce sites,0.6329113924050633
commerce recommendation,0.6329113924050633
commerce practices,0.6329113924050633
commerce based,0.6329113924050633
commerce businesses,0.6329113924050633
commerce participants,0.6329113924050633
commerce ethics,0.6329113924050633
commerce phenomenon,0.6329113924050633
commerce issues,0.6329113924050633
commerce major,0.6329113924050633
commerce user,0.6329113924050633
commerce stores,0.6329113924050633
commerce architecture,0.6329113924050633
commerce server,0.6329113924050633
commerce protocols,0.6329113924050633
commerce protocol,0.6329113924050633
commerce domain,0.6329113924050633
commerce literature,0.6329113924050633
commerce focuses,0.6329113924050633
commerce standards,0.6329113924050633
commerce product,0.6329113924050633
commerce sector,0.6329113924050633
commerce ventures,0.6329113924050633
commerce creates,0.6329113924050633
commerce era,0.6329113924050633
commerce services,0.6329113924050633
commerce must,0.6329113924050633
commerce online,0.6329113924050633
commerce developments,0.6329113924050633
stand alone,100.0
molecular dynamics,25.0
molecular biology,16.666666666666664
molecular events,8.333333333333332
molecular models,8.333333333333332
molecular science,8.333333333333332
molecular sequences,8.333333333333332
molecular sequence,8.333333333333332
molecular simulation,8.333333333333332
molecular mechanisms,8.333333333333332
memory-constrained sensor,100.0
recruiting students,100.0
automated negotiation,8.433734939759036
automated software,4.819277108433735
automated registration,3.614457831325301
automated 3D,2.4096385542168677
automated one,2.4096385542168677
automated testing,2.4096385542168677
automated reasoning,2.4096385542168677
automated system,2.4096385542168677
automated analysis,2.4096385542168677
automated design,2.4096385542168677
automated way,2.4096385542168677
automated tool,2.4096385542168677
automated information,2.4096385542168677
automated business,2.4096385542168677
automated theorem,1.2048192771084338
automated review,1.2048192771084338
automated cinematography,1.2048192771084338
automated camera,1.2048192771084338
automated stock-trading,1.2048192771084338
automated metric,1.2048192771084338
automated approach,1.2048192771084338
automated scoring,1.2048192771084338
automated parsers,1.2048192771084338
automated parser,1.2048192771084338
automated prototyping,1.2048192771084338
automated general-purpose,1.2048192771084338
automated deduction,1.2048192771084338
automated surface,1.2048192771084338
automated surveillance,1.2048192771084338
automated modelling,1.2048192771084338
automated cropping,1.2048192771084338
automated version,1.2048192771084338
automated geometry,1.2048192771084338
automated knowledge-based,1.2048192771084338
automated playing,1.2048192771084338
automated cleaning,1.2048192771084338
automated solutions,1.2048192771084338
automated intelligent,1.2048192771084338
automated decision,1.2048192771084338
automated accomplishment,1.2048192771084338
automated search,1.2048192771084338
automated planning,1.2048192771084338
automated recommender,1.2048192771084338
automated trading,1.2048192771084338
automated fitting,1.2048192771084338
automated coordination,1.2048192771084338
automated telephone,1.2048192771084338
automated test,1.2048192771084338
automated mutation,1.2048192771084338
automated computer,1.2048192771084338
automated detection,1.2048192771084338
automated procedures,1.2048192771084338
automated prototype,1.2048192771084338
automated validation,1.2048192771084338
automated mechanism,1.2048192771084338
automated layout,1.2048192771084338
automated fuzzy,1.2048192771084338
automated text,1.2048192771084338
automated spoken,1.2048192771084338
automated methods,1.2048192771084338
automated performance,1.2048192771084338
directive-based programming,33.33333333333333
directive-based future,33.33333333333333
directive-based lazy,33.33333333333333
albedo map,100.0
q-learning system,100.0
hardly met,22.22222222222222
hardly well-balanced,11.11111111111111
hardly counter,11.11111111111111
hardly available,11.11111111111111
hardly useful,11.11111111111111
hardly meet,11.11111111111111
hardly provide,11.11111111111111
hardly catch,11.11111111111111
animate computer,100.0
development process,18.867924528301888
development environment,6.60377358490566
development processes,2.8301886792452833
development tools,2.8301886792452833
development life,2.358490566037736
development cycle,2.358490566037736
development methodologies,2.358490566037736
development cost,1.8867924528301887
development approaches,1.8867924528301887
development environments,1.8867924528301887
development lifecycle,1.8867924528301887
development approach,1.4150943396226416
development efforts,1.4150943396226416
development system,1.4150943396226416
development teams,1.4150943396226416
development projects,1.4150943396226416
development time,1.4150943396226416
development framework,0.9433962264150944
development could,0.9433962264150944
development effort,0.9433962264150944
development also,0.9433962264150944
development requires,0.9433962264150944
development support,0.9433962264150944
development concepts,0.9433962264150944
development stages,0.9433962264150944
development dependencies,0.9433962264150944
development project,0.9433962264150944
development strategies,0.9433962264150944
development status,0.9433962264150944
development technologies,0.9433962264150944
development methods,0.9433962264150944
development may,0.9433962264150944
development platform,0.9433962264150944
development activities,0.9433962264150944
development method,0.9433962264150944
development costs,0.9433962264150944
development differs,0.4716981132075472
development using,0.4716981132075472
development condition,0.4716981132075472
development poses,0.4716981132075472
development standards,0.4716981132075472
development tool,0.4716981132075472
development cycles,0.4716981132075472
development toolkit,0.4716981132075472
development begins,0.4716981132075472
development schemes,0.4716981132075472
development principles,0.4716981132075472
development decision-making,0.4716981132075472
development planning,0.4716981132075472
development parameters,0.4716981132075472
development systems,0.4716981132075472
development fits,0.4716981132075472
development paradigm,0.4716981132075472
development context,0.4716981132075472
development techniques,0.4716981132075472
development plan,0.4716981132075472
development includes,0.4716981132075472
development prospect,0.4716981132075472
development respectively,0.4716981132075472
development components,0.4716981132075472
development till,0.4716981132075472
development required,0.4716981132075472
development today,0.4716981132075472
development technique,0.4716981132075472
development class,0.4716981132075472
development contributing,0.4716981132075472
development Model,0.4716981132075472
development represents,0.4716981132075472
development compo,0.4716981132075472
development emphasizes,0.4716981132075472
development education,0.4716981132075472
development incorporating,0.4716981132075472
development team,0.4716981132075472
development based,0.4716981132075472
development areas,0.4716981132075472
development trend,0.4716981132075472
development cycle-through,0.4716981132075472
development work,0.4716981132075472
development due,0.4716981132075472
development methodology,0.4716981132075472
development speed,0.4716981132075472
development industry,0.4716981132075472
development easier,0.4716981132075472
development files,0.4716981132075472
development practices,0.4716981132075472
development challenges,0.4716981132075472
development shifts,0.4716981132075472
development becomes,0.4716981132075472
development facility,0.4716981132075472
development problems,0.4716981132075472
development ofa,0.4716981132075472
development provides,0.4716981132075472
development clear,0.4716981132075472
development involves,0.4716981132075472
development frameworks,0.4716981132075472
side payments,10.526315789473683
side facing,10.526315789473683
side effects,10.526315789473683
side see,5.263157894736842
side wireless,5.263157894736842
side caching,5.263157894736842
side broadcast,5.263157894736842
side externalities,5.263157894736842
side key,5.263157894736842
side generation,5.263157894736842
side application,5.263157894736842
side input,5.263157894736842
side manipulation,5.263157894736842
side program,5.263157894736842
side computation,5.263157894736842
side effect,5.263157894736842
membership function,50.0
membership functions,25.0
membership values,16.666666666666664
membership agreement,8.333333333333332
controversial problems,33.33333333333333
controversial issues,33.33333333333333
controversial focus,33.33333333333333
snowfall blocked,100.0
set theory,13.675213675213676
set size,5.128205128205128
set method,4.273504273504273
set framework,3.418803418803419
set instructions,2.564102564102564
set forth,2.564102564102564
set intersection,2.564102564102564
set function,2.564102564102564
set simulation,2.564102564102564
set partitioning,2.564102564102564
set S,2.564102564102564
set sum,2.564102564102564
set techniques,1.7094017094017095
set technique,1.7094017094017095
set sizes,1.7094017094017095
set analysis,1.7094017094017095
set within,1.7094017094017095
set problem,0.8547008547008548
set optimization,0.8547008547008548
set The,0.8547008547008548
set theoretical,0.8547008547008548
set concepts,0.8547008547008548
set utilizing,0.8547008547008548
set shows,0.8547008547008548
set solves,0.8547008547008548
set methods,0.8547008547008548
set DIS(u,0.8547008547008548
