phrase,purity
automation,0.09478527607361963
automation,0.09478527607361963
control theory,0.2704022988505747
automation,0.09478527607361963
welding,0.032818791946308726
automation,0.09478527607361963
automation,0.09478527607361963
control theory,0.2704022988505747
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
it,0.008359522313010685
us,0.010443037974683544
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
computer,0.051452282157676346
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
software,0.09166666666666666
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
automation,0.09478527607361963
cleaning,0.00981981981981982
automation,0.09478527607361963
automation,0.09478527607361963
maintenance,0.045
artificial intelligence,0.9187898089171974
computer,0.051452282157676346
semiotics,0.10741839762611276
interface,0.09324817518248175
computer,0.051452282157676346
collision,0.08318181818181818
photogrammetry,0.1042296072507553
cellular automata,0.2293103448275862
holography,0.07142857142857142
methodology,0.4380165289256198
computer graphics,0.3702127659574468
re,0.025277161862527715
information visualization,0.24186046511627907
operating systems,0.26485148514851486
game theory,0.2132435465768799
storage,0.031153846153846153
parameter,0.27379310344827584
algorithms,0.8522588522588522
software,0.09166666666666666
method,0.12778904665314403
identification,0.14884615384615385
software,0.09166666666666666
cryptography,0.924812030075188
probability,0.4984423676012461
statistics,0.16802800466744458
bioinformatics,0.5387931034482759
storage,0.031153846153846153
computer science,1.0150375939849625
operating systems,0.26485148514851486
client,0.042198581560283686
software engineering,0.756
authentication,0.03964285714285714
access control,0.035262593783494105
software engineering,0.756
program transformation,0.4148148148148148
what,0.017245817245817245
computer,0.051452282157676346
software quality,1.0144927536231885
cybernetics,0.5983471074380166
transaction processing,0.15823293172690764
fractals,0.054571843251088534
software engineering,0.756
computer vision,0.9487179487179487
acceleration,0.11629746835443038
kernel,0.23603603603603604
computer,0.051452282157676346
computer science,1.0150375939849625
operating systems,0.26485148514851486
software engineering,0.756
software testing,0.2771186440677966
image segmentation,0.4725490196078431
web services,0.05380597014925373
neural coding,0.17804878048780487
information theory,0.7107843137254902
evolutionary algorithms,0.37583333333333335
network theory,0.16988636363636364
pattern formation,0.08131147540983606
computational neuroscience,0.26495726495726496
reinforcement learning,0.3970149253731343
ion channels,0.03323170731707317
neural coding,0.17804878048780487
chaos,0.04047337278106509
memory,0.06163793103448276
interface,0.09324817518248175
the,0.0043091655266757865
information geometry,0.2560728744939271
computational neuroscience,0.26495726495726496
neural coding,0.17804878048780487
memory,0.06163793103448276
neural coding,0.17804878048780487
computation,0.8851351351351351
temperature,0.038263665594855306
computational neuroscience,0.26495726495726496
biophysics,0.45229244114002476
evolutionary algorithms,0.37583333333333335
neural coding,0.17804878048780487
capacitance,0.029772727272727274
ion channels,0.03323170731707317
imaging,0.12173913043478261
software,0.09166666666666666
topology,0.4107142857142857
phase transitions,0.05843023255813953
ion channels,0.03323170731707317
information theory,0.7107843137254902
computation,0.8851351351351351
dynamical systems,0.4173669467787115
ion channels,0.03323170731707317
resonance,0.10139130434782609
computational neuroscience,0.26495726495726496
computation,0.8851351351351351
maintenance,0.045
maintenance,0.045
software,0.09166666666666666
bioinformatics,0.5387931034482759
functional programming,0.3439516129032258
use,0.020035149384885764
software,0.09166666666666666
software,0.09166666666666666
software testing,0.2771186440677966
formal methods,0.5906976744186047
formal methods,0.5906976744186047
maintenance,0.045
software engineering,0.756
software engineering,0.756
maintenance,0.045
cryptography,0.924812030075188
cryptography,0.924812030075188
internet security,0.035526315789473684
authentication,0.03964285714285714
access control,0.035262593783494105
operating systems,0.26485148514851486
access control,0.035262593783494105
cryptography,0.924812030075188
key management,0.06726384364820846
defense,0.06778711484593837
needs,0.1092436974789916
java,0.06151468315301391
steganography,0.23055555555555557
authentication,0.03964285714285714
methodology,0.4380165289256198
cryptography,0.924812030075188
cryptography,0.924812030075188
encryption,0.13681917211328976
cybercrime,0.07444608567208272
computer,0.051452282157676346
it,0.008359522313010685
cryptography,0.924812030075188
key management,0.06726384364820846
database,0.12045779685264664
best,0.013739669421487603
game theory,0.2132435465768799
artificial intelligence,0.9187898089171974
steganography,0.23055555555555557
dns,0.02875
cryptography,0.924812030075188
identification,0.14884615384615385
methodology,0.4380165289256198
internet,0.046
cybercrime,0.07444608567208272
it,0.008359522313010685
cryptography,0.924812030075188
computer,0.051452282157676346
authentication,0.03964285714285714
algorithms,0.8522588522588522
mobile security,0.05042016806722689
game theory,0.2132435465768799
cryptography,0.924812030075188
defense,0.06778711484593837
internet,0.046
access control,0.035262593783494105
it,0.008359522313010685
data mining,0.7155555555555555
internet,0.046
intellectual property,0.040418410041841005
software engineering,0.756
computer,0.051452282157676346
temporal logic,0.5749385749385749
software,0.09166666666666666
model checking,0.5384615384615384
automata theory,0.8035714285714286
model checking,0.5384615384615384
abstraction,0.21014492753623187
model checking,0.5384615384615384
model checking,0.5384615384615384
model checking,0.5384615384615384
model checking,0.5384615384615384
model checking,0.5384615384615384
model checking,0.5384615384615384
model checking,0.5384615384615384
interpolation,0.1345679012345679
model checking,0.5384615384615384
model checking,0.5384615384615384
temporal logic,0.5749385749385749
model checking,0.5384615384615384
model checking,0.5384615384615384
algebra,0.41968911917098445
model checking,0.5384615384615384
geometry,0.22536231884057972
computational geometry,0.43113207547169813
crystals,0.01323943661971831
coding theory,0.4054726368159204
robotics,0.39217877094972065
software,0.09166666666666666
computational topology,0.43253968253968256
collision,0.08318181818181818
computation,0.8851351351351351
mesh generation,0.16064981949458484
symmetry,0.024324324324324326
knowledge representation,0.6038167938931298
mean,0.08606645230439443
statistics,0.16802800466744458
entropy,0.2892703862660944
statistics,0.16802800466744458
cluster analysis,0.1892601431980907
six,0.07446373850868233
statistics,0.16802800466744458
statistics,0.16802800466744458
probability,0.4984423676012461
the,0.0043091655266757865
statistics,0.16802800466744458
least squares,0.2407079646017699
statistics,0.16802800466744458
statistics,0.16802800466744458
six,0.07446373850868233
probability theory,0.329073482428115
statistics,0.16802800466744458
probability,0.4984423676012461
statistics,0.16802800466744458
statistics,0.16802800466744458
computational statistics,0.23893805309734514
probability,0.4984423676012461
probability,0.4984423676012461
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
probability theory,0.329073482428115
methodology,0.4380165289256198
distance,0.10127298444130127
probability,0.4984423676012461
randomness,0.14130434782608695
statistics,0.16802800466744458
probability,0.4984423676012461
statistics,0.16802800466744458
statistics,0.16802800466744458
demography,0.086
probability theory,0.329073482428115
size,0.02389558232931727
it,0.008359522313010685
information theory,0.7107843137254902
statistics,0.16802800466744458
probability,0.4984423676012461
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
method,0.12778904665314403
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
biostatistics,0.2882882882882883
mean,0.08606645230439443
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
algorithms,0.8522588522588522
information theory,0.7107843137254902
statistics,0.16802800466744458
geostatistics,0.11958904109589041
statistics,0.16802800466744458
statistics,0.16802800466744458
probability,0.4984423676012461
statistics,0.16802800466744458
bioinformatics,0.5387931034482759
statistics,0.16802800466744458
data mining,0.7155555555555555
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
social statistics,0.04916030534351145
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
probability,0.4984423676012461
statistics,0.16802800466744458
statistics,0.16802800466744458
statistics,0.16802800466744458
fuzzy logic,0.31876138433515483
most,0.02425828970331588
statistics,0.16802800466744458
statistics,0.16802800466744458
differential equations,0.48161764705882354
statistics,0.16802800466744458
distance,0.10127298444130127
best,0.013739669421487603
mean,0.08606645230439443
event,0.019978165938864628
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
fuzzy logic,0.31876138433515483
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
algorithms,0.8522588522588522
data mining,0.7155555555555555
evolutionary algorithms,0.37583333333333335
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
data mining,0.7155555555555555
ambient intelligence,0.40492957746478875
cellular automata,0.2293103448275862
algorithms,0.8522588522588522
fuzzy logic,0.31876138433515483
evolutionary algorithms,0.37583333333333335
parsing,0.18846153846153846
statistical mechanics,0.31044776119402984
robots,0.07134453781512605
interpolation,0.1345679012345679
artificial intelligence,0.9187898089171974
evolutionary computation,0.6930434782608695
reinforcement learning,0.3970149253731343
artificial intelligence,0.9187898089171974
computer,0.051452282157676346
image processing,0.4938461538461538
evolutionary algorithms,0.37583333333333335
data mining,0.7155555555555555
bioinformatics,0.5387931034482759
artificial intelligence,0.9187898089171974
cluster analysis,0.1892601431980907
lattice theory,0.2285024154589372
causes,0.1118421052631579
two,0.03204301075268817
dns,0.02875
access control,0.035262593783494105
data structures,0.8524590163934426
algorithms,0.8522588522588522
algorithms,0.8522588522588522
integer,0.37777777777777777
arithmetic,0.4581818181818182
embedded systems,0.4683136412459721
new,0.008870453095086151
it,0.008359522313010685
all,0.006448412698412698
the,0.0043091655266757865
all,0.006448412698412698
maintenance,0.045
multiplication,0.2703180212014134
distributed computing,1.222841225626741
embedded systems,0.4683136412459721
combinatorial optimization,0.5761194029850746
collision,0.08318181818181818
arithmetic,0.4581818181818182
java,0.06151468315301391
computational geometry,0.43113207547169813
algorithms,0.8522588522588522
algebra,0.41968911917098445
signal processing,0.8525345622119815
best,0.013739669421487603
software,0.09166666666666666
it,0.008359522313010685
medical imaging,0.0856140350877193
web services,0.05380597014925373
all,0.006448412698412698
software engineering,0.756
it,0.008359522313010685
all,0.006448412698412698
information visualization,0.24186046511627907
management science,0.41594454072790293
java,0.06151468315301391
smart cards,0.09856459330143541
algorithms,0.8522588522588522
operating systems,0.26485148514851486
constraint programming,0.4410958904109589
steganography,0.23055555555555557
algorithms,0.8522588522588522
it,0.008359522313010685
model checking,0.5384615384615384
all,0.006448412698412698
soft computing,0.6161616161616161
data structures,0.8524590163934426
cryptography,0.924812030075188
algorithms,0.8522588522588522
algorithms,0.8522588522588522
them,0.03753424657534247
algorithms,0.8522588522588522
algebra,0.41968911917098445
cellular automata,0.2293103448275862
algorithm,0.6808
algorithms,0.8522588522588522
operating systems,0.26485148514851486
your,0.011968085106382979
storage,0.031153846153846153
algorithms,0.8522588522588522
software development,0.3468118195956454
parallel computing,0.6259842519685039
algorithms,0.8522588522588522
algorithms,0.8522588522588522
cellular automata,0.2293103448275862
all,0.006448412698412698
soft computing,0.6161616161616161
algorithms,0.8522588522588522
computer,0.051452282157676346
differential equations,0.48161764705882354
that,0.012181818181818183
algorithms,0.8522588522588522
software requirements,0.31868131868131866
algorithms,0.8522588522588522
tree,0.017513227513227512
use,0.020035149384885764
evolutionary algorithms,0.37583333333333335
human-computer interaction,0.9380530973451328
human-computer interaction,0.9380530973451328
arithmetic,0.4581818181818182
the,0.0043091655266757865
arithmetic,0.4581818181818182
use,0.020035149384885764
cellular automata,0.2293103448275862
cellular automata,0.2293103448275862
pattern formation,0.08131147540983606
arithmetic,0.4581818181818182
algorithms,0.8522588522588522
computer,0.051452282157676346
string,0.026477272727272728
know,0.03538461538461538
authentication,0.03964285714285714
quantum cryptography,0.32056451612903225
arithmetic,0.4581818181818182
intellectual property,0.040418410041841005
disaster recovery,0.17435897435897435
cryptography,0.924812030075188
algorithms,0.8522588522588522
semantic web,0.4056603773584906
semantics,0.20934343434343433
identification,0.14884615384615385
three,0.051953125
semantics,0.20934343434343433
coding,0.2819875776397516
image processing,0.4938461538461538
coding,0.2819875776397516
three,0.051953125
image processing,0.4938461538461538
semantics,0.20934343434343433
steganography,0.23055555555555557
three,0.051953125
semantics,0.20934343434343433
object,0.10714285714285714
three,0.051953125
object,0.10714285714285714
three,0.051953125
three,0.051953125
coding,0.2819875776397516
coding,0.2819875776397516
encryption,0.13681917211328976
semantics,0.20934343434343433
semiotics,0.10741839762611276
image processing,0.4938461538461538
semantics,0.20934343434343433
identification,0.14884615384615385
three,0.051953125
three,0.051953125
three,0.051953125
three,0.051953125
semiotics,0.10741839762611276
identification,0.14884615384615385
algorithm,0.6808
encryption,0.13681917211328976
three,0.051953125
artificial intelligence,0.9187898089171974
algorithm,0.6808
semantic web,0.4056603773584906
three,0.051953125
signal processing,0.8525345622119815
signal processing,0.8525345622119815
computer vision,0.9487179487179487
signal processing,0.8525345622119815
arithmetic,0.4581818181818182
signal processing,0.8525345622119815
signal processing,0.8525345622119815
signal processing,0.8525345622119815
it,0.008359522313010685
cloud computing,0.24586776859504134
big data,0.27184466019417475
big data,0.27184466019417475
python,0.12918287937743192
big data,0.27184466019417475
big data,0.27184466019417475
bioinformatics,0.5387931034482759
big data,0.27184466019417475
computer,0.051452282157676346
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
computational geometry,0.43113207547169813
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
pattern matching,0.19701986754966888
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
deep learning,0.4666666666666667
big data,0.27184466019417475
big data,0.27184466019417475
database,0.12045779685264664
big data,0.27184466019417475
reinforcement learning,0.3970149253731343
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
big data,0.27184466019417475
distance,0.10127298444130127
statistical physics,0.20689655172413793
assertion,0.08478260869565217
most,0.02425828970331588
algorithms,0.8522588522588522
conditional,0.22981366459627328
mean,0.08606645230439443
tree,0.017513227513227512
algorithm,0.6808
mean,0.08606645230439443
rotation,0.054514285714285717
robot control,0.22474747474747475
matrix,0.12378378378378378
ensemble learning,0.3785310734463277
object,0.10714285714285714
machine learning,0.907608695652174
evolutionary algorithms,0.37583333333333335
reinforcement learning,0.3970149253731343
reinforcement learning,0.3970149253731343
evolutionary algorithms,0.37583333333333335
reinforcement learning,0.3970149253731343
tree,0.017513227513227512
prolog,0.059109730848861286
reinforcement learning,0.3970149253731343
robot control,0.22474747474747475
matrix,0.12378378378378378
reinforcement learning,0.3970149253731343
phase transitions,0.05843023255813953
machine learning,0.907608695652174
list,0.028603603603603603
reinforcement learning,0.3970149253731343
reinforcement learning,0.3970149253731343
object,0.10714285714285714
distance,0.10127298444130127
algorithms,0.8522588522588522
data mining,0.7155555555555555
assertion,0.08478260869565217
most,0.02425828970331588
mean,0.08606645230439443
reinforcement learning,0.3970149253731343
identification,0.14884615384615385
machine learning,0.907608695652174
distance,0.10127298444130127
conditional,0.22981366459627328
tree,0.017513227513227512
probability,0.4984423676012461
reinforcement learning,0.3970149253731343
reinforcement learning,0.3970149253731343
tree,0.017513227513227512
value,0.08224852071005917
topology,0.4107142857142857
list,0.028603603603603603
evolutionary computation,0.6930434782608695
means,0.088
object,0.10714285714285714
identification,0.14884615384615385
object,0.10714285714285714
mean,0.08606645230439443
reinforcement learning,0.3970149253731343
calculus,0.5351089588377724
matrix,0.12378378378378378
class,0.04689922480620155
reinforcement learning,0.3970149253731343
distance,0.10127298444130127
mean,0.08606645230439443
phase transitions,0.05843023255813953
machine learning,0.907608695652174
kernel,0.23603603603603604
mean,0.08606645230439443
distance,0.10127298444130127
object,0.10714285714285714
most,0.02425828970331588
tree,0.017513227513227512
mean,0.08606645230439443
reinforcement learning,0.3970149253731343
most,0.02425828970331588
identification,0.14884615384615385
probability,0.4984423676012461
data mining,0.7155555555555555
evolutionary computation,0.6930434782608695
logic programming,0.5198776758409785
topology,0.4107142857142857
calculus,0.5351089588377724
reinforcement learning,0.3970149253731343
sequence,0.28480392156862744
matrix,0.12378378378378378
probability,0.4984423676012461
reinforcement learning,0.3970149253731343
evolutionary computation,0.6930434782608695
example,0.1252336448598131
ensemble learning,0.3785310734463277
mean,0.08606645230439443
reinforcement learning,0.3970149253731343
reinforcement learning,0.3970149253731343
reinforcement learning,0.3970149253731343
string,0.026477272727272728
kernel,0.23603603603603604
mean,0.08606645230439443
identification,0.14884615384615385
most,0.02425828970331588
distance,0.10127298444130127
logic programming,0.5198776758409785
class,0.04689922480620155
software engineering,0.756
distance,0.10127298444130127
machine learning,0.907608695652174
overall,0.10481522956326987
list,0.028603603603603603
network architecture,0.38018433179723504
sequence,0.28480392156862744
probability,0.4984423676012461
overall,0.10481522956326987
tree,0.017513227513227512
tree,0.017513227513227512
evolutionary algorithms,0.37583333333333335
identification,0.14884615384615385
reinforcement learning,0.3970149253731343
reinforcement learning,0.3970149253731343
most,0.02425828970331588
matrix,0.12378378378378378
tree,0.017513227513227512
matrix,0.12378378378378378
reinforcement learning,0.3970149253731343
evolutionary algorithms,0.37583333333333335
kernel,0.23603603603603604
machine learning,0.907608695652174
topology,0.4107142857142857
means,0.088
value,0.08224852071005917
prolog,0.059109730848861286
algorithm,0.6808
reinforcement learning,0.3970149253731343
example,0.1252336448598131
unsupervised learning,0.4806896551724138
machine learning,0.907608695652174
example,0.1252336448598131
probability,0.4984423676012461
statistical physics,0.20689655172413793
machine learning,0.907608695652174
distance,0.10127298444130127
software engineering,0.756
memory,0.06163793103448276
mean,0.08606645230439443
rotation,0.054514285714285717
tree,0.017513227513227512
example,0.1252336448598131
tree,0.017513227513227512
evolutionary computation,0.6930434782608695
distance,0.10127298444130127
reinforcement learning,0.3970149253731343
concurrency control,0.3939393939393939
abstraction,0.21014492753623187
calculus,0.5351089588377724
method,0.12778904665314403
interpolation,0.1345679012345679
web services,0.05380597014925373
database,0.12045779685264664
database,0.12045779685264664
image compression,0.14703557312252966
interoperability,0.20071942446043164
event,0.019978165938864628
method,0.12778904665314403
java,0.06151468315301391
manifolds,0.03342281879194631
interpolation,0.1345679012345679
software,0.09166666666666666
calculus,0.5351089588377724
distance,0.10127298444130127
changes,0.12641083521444696
scattering,0.08595317725752509
an,0.010588235294117647
identification,0.14884615384615385
access control,0.035262593783494105
tree,0.017513227513227512
computer,0.051452282157676346
big data,0.27184466019417475
matrix,0.12378378378378378
topology,0.4107142857142857
size,0.02389558232931727
use,0.020035149384885764
software,0.09166666666666666
photogrammetry,0.1042296072507553
photogrammetry,0.1042296072507553
event,0.019978165938864628
geodesy,0.07921146953405019
photogrammetry,0.1042296072507553
matrix,0.12378378378378378
matrix,0.12378378378378378
lightning,0.008977272727272728
software,0.09166666666666666
interpolation,0.1345679012345679
knowledge representation,0.6038167938931298
sea level,0.01316953316953317
evolutionary algorithms,0.37583333333333335
object,0.10714285714285714
self,0.06845238095238096
concurrency control,0.3939393939393939
algorithms,0.8522588522588522
database,0.12045779685264664
changes,0.12641083521444696
algorithms,0.8522588522588522
algorithm,0.6808
software,0.09166666666666666
use,0.020035149384885764
database,0.12045779685264664
size,0.02389558232931727
angle,0.041666666666666664
bayesian networks,0.4309895833333333
image compression,0.14703557312252966
matrix,0.12378378378378378
matrix,0.12378378378378378
access control,0.035262593783494105
image processing,0.4938461538461538
use,0.020035149384885764
sea ice,0.01466854724964739
cyberinfrastructure,0.2825657894736842
software,0.09166666666666666
tree,0.017513227513227512
geostatistics,0.11958904109589041
internet,0.046
database,0.12045779685264664
graph theory,0.9608540925266904
angle,0.041666666666666664
algorithm,0.6808
abstraction,0.21014492753623187
matrix,0.12378378378378378
semantics,0.20934343434343433
memory,0.06163793103448276
abstraction,0.21014492753623187
big data,0.27184466019417475
vector graphics,0.005485564304461942
identification,0.14884615384615385
method,0.12778904665314403
method,0.12778904665314403
identification,0.14884615384615385
calculus,0.5351089588377724
topology,0.4107142857142857
self,0.06845238095238096
java,0.06151468315301391
matrix,0.12378378378378378
algorithm,0.6808
method,0.12778904665314403
event,0.019978165938864628
best,0.013739669421487603
an,0.010588235294117647
automation,0.09478527607361963
statistics,0.16802800466744458
tree,0.017513227513227512
kernel,0.23603603603603604
bioinformatics,0.5387931034482759
scattering,0.08595317725752509
topology,0.4107142857142857
knowledge representation,0.6038167938931298
graph theory,0.9608540925266904
algorithms,0.8522588522588522
abstraction,0.21014492753623187
concurrency control,0.3939393939393939
tree,0.017513227513227512
interpolation,0.1345679012345679
internet,0.046
storage,0.031153846153846153
storage,0.031153846153846153
distance,0.10127298444130127
database,0.12045779685264664
matrix,0.12378378378378378
interoperability,0.20071942446043164
algorithm,0.6808
interoperability,0.20071942446043164
access control,0.035262593783494105
image processing,0.4938461538461538
database,0.12045779685264664
algorithm,0.6808
statistics,0.16802800466744458
algorithms,0.8522588522588522
interpolation,0.1345679012345679
bayesian networks,0.4309895833333333
identification,0.14884615384615385
interoperability,0.20071942446043164
kernel,0.23603603603603604
database,0.12045779685264664
bioinformatics,0.5387931034482759
memory,0.06163793103448276
event,0.019978165938864628
algorithm,0.6808
tree,0.017513227513227512
distance,0.10127298444130127
tree,0.017513227513227512
big data,0.27184466019417475
flight,0.020180722891566263
concurrency control,0.3939393939393939
gpgpu,0.319047619047619
interoperability,0.20071942446043164
coding,0.2819875776397516
computer,0.051452282157676346
tree,0.017513227513227512
vector graphics,0.005485564304461942
matrix,0.12378378378378378
geostatistics,0.11958904109589041
event,0.019978165938864628
distance,0.10127298444130127
interoperability,0.20071942446043164
flight,0.020180722891566263
topology,0.4107142857142857
interoperability,0.20071942446043164
vector graphics,0.005485564304461942
access control,0.035262593783494105
matrix,0.12378378378378378
algorithm,0.6808
best,0.013739669421487603
probability,0.4984423676012461
algorithms,0.8522588522588522
algorithms,0.8522588522588522
event,0.019978165938864628
big data,0.27184466019417475
tree,0.017513227513227512
coding,0.2819875776397516
event,0.019978165938864628
database,0.12045779685264664
matrix,0.12378378378378378
matrix,0.12378378378378378
event,0.019978165938864628
automation,0.09478527607361963
interoperability,0.20071942446043164
software,0.09166666666666666
calculus,0.5351089588377724
imaging,0.12173913043478261
event,0.019978165938864628
vector graphics,0.005485564304461942
computer,0.051452282157676346
cyberinfrastructure,0.2825657894736842
interpolation,0.1345679012345679
object,0.10714285714285714
web services,0.05380597014925373
manifolds,0.03342281879194631
calculus,0.5351089588377724
probability,0.4984423676012461
photogrammetry,0.1042296072507553
evolutionary algorithms,0.37583333333333335
database,0.12045779685264664
that,0.012181818181818183
imaging,0.12173913043478261
nanotechnology,0.41743589743589743
various,0.1024390243902439
embedded systems,0.4683136412459721
angle,0.041666666666666664
electronics,0.0668595041322314
light,0.017989690721649486
luminescence,0.020895522388059702
imaging,0.12173913043478261
vector graphics,0.005485564304461942
optics,0.036695652173913046
holography,0.07142857142857142
the,0.0043091655266757865
beyond,0.1030267753201397
