phrase,concordance_score,frequency,uniqueness,wiki_score,popularity,purity,suggested_query_score,computer science,python,machine learning,artificial intelligence,ai,deep learning,algorithm,algorithms,code,architecture,api,software,framework,computer security,computer system,computer systems,label
software security,-0.9798166216057365,-0.9965491742666995,0.9775466319947992,1.0,-0.9948553120176855,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software requirements,-0.9869127385290545,-0.9926053734286419,0.9512426864029604,1.0,-0.9817363576627836,0.9999998829920684,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
language model,-0.9894706411409482,-0.9995070248952428,0.9481922288343252,1.0,-0.9965158746733632,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image processing,-0.8468615870810127,-0.9053487798866158,0.9069860479071861,0.8,-0.8207127175668173,0.9999998672972623,0.05555555555555558,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,True
public key,-0.7152328334648776,-0.9965491742666995,0.9635445316797522,0.7,-0.9736933256587493,0.9999998619111043,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
text summarization,-0.959415285451197,-0.9985210746857284,0.9825973896084415,0.8999999999999999,-0.9984897029834097,0.9999998737886104,1.0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,True
polynomial time,-0.17306153553057724,-0.9802809958097116,0.24933740061009146,0.8,-0.9773786541292488,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
software engineering,-0.8307981662160574,-0.9260537342864186,0.9459418912836925,0.7,-0.4805724356786658,0.9999998860010644,-0.7222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
enterprise applications,-0.9115032571946895,-0.9970421493714567,0.8867830174526179,0.8999999999999999,-0.9909025616471152,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
reconfigurable computing,-0.8343462246777165,-0.9891545476953414,0.8890333550032505,0.8,-0.9983292498433671,0.9999998860010644,-0.38888888888888884,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True
computer graphics,-0.8553049743883907,-0.9926053734286419,0.9089863479521929,0.8,-0.898962912402773,0.9999998854661163,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
application development,-0.9126583437624004,-0.9955632240571851,0.9634945241786268,0.8,-0.9175627422715071,0.9999998860010644,-0.36111111111111116,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,True
software testing,-0.9821819939135091,-0.9837318215430121,0.9199379906986049,0.8999999999999999,-0.9554296833215328,0.9999999262076296,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software package,-0.9963742277601453,-0.9995070248952428,0.9409911486723008,0.8999999999999999,-0.9800605137556732,0.9999999019713028,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
combinatorial optimization,-0.5842081031307551,-0.9664776928765098,0.7832174826223934,0.6000000000000001,-0.9903498897203021,0.9999998827055634,0.7777777777777779,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
user interfaces,-0.9182777798104717,-0.9778161202859256,0.72435865379807,1.0,-0.9648123717011599,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
functional programming,-0.9247269199949391,-0.9842247966477693,0.8203230484572686,0.8999999999999999,-0.9879227176177547,0.9999998619896513,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
training samples,-0.836630591084538,-0.9965491742666995,0.8440266039905986,0.8,-0.9965005934219306,0.9999998860010644,-0.41666666666666663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
high-dimensional data,-0.7152328334648776,-0.9709144688193246,0.9934990248537281,0.5,-0.9947661713843285,0.9999998560858465,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
parallel computing,-0.9360871212876718,-0.9645057924574809,0.6920538080712106,1.0,-0.9779695291846433,0.9999999014944865,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software tools,-0.9916434831445998,-0.9921123983238846,0.972445866880032,0.8,-0.9698449971729685,0.9999998493017648,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
embedded systems,-0.573387879043482,-0.9556322405718511,0.7166074911236686,0.6000000000000001,-0.9270320244092523,0.9999998705733861,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
search algorithm,-0.9095050968796202,-0.9955632240571851,0.7855678351752764,0.8999999999999999,-0.9809366388378099,0.9999999169401574,-0.33333333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
logic programming,-0.5370806309552407,-0.9462657135814642,0.7581137170575587,0.5,-0.9926879211894926,0.9999998896820326,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
stereo vision,-0.841926167754897,-0.9861966970667981,0.7007051057658651,0.8999999999999999,-0.9978427966727622,0.9999998860010644,-0.4722222222222222,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
generative model,-0.7152328334648776,-0.9980280995809712,0.9762464369655446,0.5,-0.9974836872640956,0.9999998839166357,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer vision,-0.8990449737845807,-0.938871087010106,0.8901835275291294,0.7,-0.7859376830566578,0.9999998629329037,-0.4722222222222222,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
grid computing,-0.8086910327241819,-0.9635198422479665,0.7007551132669902,0.8,-0.9921556242645898,0.9999998860010644,-0.38888888888888884,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True
speech recognition,-0.6008839779005526,-0.9733793443431107,0.7009051357703655,0.6000000000000001,-0.9753131383106067,0.9999998860010644,0.11111111111111116,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
computing systems,-0.7619290792630582,-0.9857037219620409,0.873431014652198,0.6000000000000001,-0.9443762447852729,0.9999999349148938,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data structures,-0.9347354082105395,-0.9822528962287405,0.8421263189478423,0.8,-0.8437492041014879,0.9999998767508935,0.8055555555555556,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
shared memory,-0.6372677046710196,-0.9876756223810698,0.8441766264939738,0.5,-0.991765952353058,0.9999998841540059,-0.13888888888888884,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
information security,-0.9128590981075019,-0.9536603401528223,0.9826974046106915,0.6000000000000001,-0.8078127944824495,0.9999999067031358,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
file systems,-0.7618424213307711,-0.9940842987429135,0.9703955593339002,0.5,-0.9931565462334262,0.9999998604290978,-0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
internet security,-0.9647212456052235,-0.9955632240571851,0.9727459118867829,0.7,-0.9888268583275179,0.9999998860010644,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
markup languages,0.1995580110497237,-1.0,0.29034355153272995,0.19999999999999996,-0.9980949373214004,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
database systems,-0.7921542523685904,-0.9689425684002958,0.9460419062859429,0.5,-0.9621865433299884,0.9999999217401565,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
micropayment systems,-0.0005524861878453136,-0.9995070248952428,0.9843976596489472,-0.30000000000000004,-0.9999643437466572,0.9999998731854962,-0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
fitness function,-0.20066298342541433,-0.9995070248952428,0.8839825973896083,0.0,-0.9965158746733632,0.9999998860010644,-0.08333333333333337,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True
dynamic programming,-0.964471471737234,-0.9349272861720483,0.7817172575886384,0.8,-0.9662488093358259,0.999999924025277,-0.33333333333333337,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,True
feature extraction,-0.6271611139014455,-0.9157012570865172,0.506976046406961,0.7,-0.9570316678467189,0.9999999138062483,0.0277777777777779,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,True
web services,-0.6627257059098304,-0.8693615972393394,0.9918987848177228,0.19999999999999996,-0.8787509105078979,0.9999998873100604,-0.38888888888888884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
image annotation,-0.9889278630103213,-0.9886615725905842,0.8274241136170424,0.8,-0.9988386248911211,0.9999998860010644,-0.3055555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
cryptographic protocols,-0.861492997558782,-0.990633473009613,0.6985547832174825,0.8,-0.9979675935594619,0.9999995399776145,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
concurrent programs,-0.8135013812154697,-0.9876756223810698,0.4411661749262388,1.0,-0.9985431873634238,0.9999998860010644,-0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
optimization techniques,-0.859091071110319,-0.9847177717525265,0.6826023903585539,0.8,-0.9893744365038534,0.9999998860010644,0.0277777777777779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
distributed computing,-0.9261972996129643,-0.9837318215430121,0.7481122168325247,0.8,-0.9412512288673027,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
machine intelligence,-0.8908078479140383,-0.9970421493714567,0.8161224183627545,0.7,-0.9723434817822014,0.9999998860010644,-0.36111111111111116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer science,-0.6912799766526785,-0.9438008380576781,0.9624943741561234,0.30000000000000004,1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
virtual machine,-0.9436569827381109,-0.9926053734286419,0.8607791168675301,0.7,-0.9784381542285769,0.9999998906771879,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
software systems,-0.8710094954481931,-0.9857037219620409,0.9768465269790472,0.5,-0.9498443859229112,0.9999998820007192,-0.5277777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
mobile applications,-0.966800315706393,-0.950702489524279,0.9330899634945242,0.6000000000000001,-0.9526561361865128,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
game development,-0.965687185253997,-0.9995070248952428,0.9736960544081612,0.6000000000000001,-0.9314050091942196,0.999999884571307,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
parallel programs,-0.8927418872289926,-0.9783090953906828,0.7758663799569936,0.7,-0.9976415935288994,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
virtual environment,-0.881421660630733,-0.9930983485333991,0.8791318697804671,0.6000000000000001,-0.9927032024409252,0.9999998881325518,0.4444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
log files,-0.737801686536784,-0.9985210746857284,0.9332899934990249,0.3999999999999999,-0.99592245274273,0.9999998848280542,-0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cellular automata,-0.7218810227418733,-0.9028839043628297,0.8150722608391261,0.3999999999999999,-0.9957645464779262,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
private key,-0.965370955011839,-0.9995070248952428,0.9517927689153374,0.6000000000000001,-0.9948272963900591,0.999999919807631,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image classifiers,-0.9970459359205674,-0.9995070248952428,0.9812471870780617,0.6000000000000001,-0.9998064374818535,0.9999998725893027,-0.9166666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
optimization technique,-0.9107324897522724,-0.9985210746857284,0.5909886482972446,0.8999999999999999,-0.9968444215791645,0.9999998860010644,0.0277777777777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
language processing,-0.8265900038545548,-0.9970421493714567,0.8976846526979045,0.5,-0.9203133675293782,0.9999998860010644,-0.7222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
key management,-0.9095910254682658,-0.9871826472763126,0.9613942091313696,0.5,-0.9944070619756621,0.9999998860010644,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
encrypted data,-0.7342909760589318,-0.9792950456001972,0.3773566034905236,0.8999999999999999,-0.996829140327732,0.9999998900481222,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
block ciphers,-0.965370955011839,-0.9901404979048558,0.9169375406310947,0.6000000000000001,-0.9986043123691543,0.9999998860010644,-0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
computational cost,-0.799988894749993,-0.9995070248952428,0.5521328199229885,0.8,-0.9860787799448856,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
hidden layers,-0.7702082447938802,-0.9995070248952428,0.5189278391758763,0.8,-0.9975320778936323,0.9999998860010644,-0.4444444444444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
data mining,-0.9071857778023634,-0.8358392901158491,0.7854678201730261,0.5,-1.0,0.9999998879782266,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
optimization algorithms,-0.9623739083942257,-0.9783090953906828,0.4769215382307346,1.0,-1.0,0.999999876913523,0.0277777777777779,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,True
memory access,-0.9341223791580943,-0.9995070248952428,0.9560934140121018,0.5,-1.0,0.9999999104886019,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
parallel computers,-0.9722081496699044,-0.9837318215430121,0.7690653598039705,0.7,-1.0,0.9999998860010644,0.08333333333333326,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,True
security architecture,-0.9849930160763695,-0.9950702489524279,0.8866830024503674,0.6000000000000001,-1.0,0.9999998868180191,-0.6111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
distributed memory,-0.9315478476674447,-0.9945772738476707,0.8313246987048057,0.6000000000000001,-1.0,0.9999998860010644,-0.5277777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
knowledge representation,-0.8856566085847853,-0.9719004190288391,0.7614642196329451,0.6000000000000001,-1.0,0.9999998860010644,0.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True
network topologies,-0.9867857954713923,-0.997535124476214,0.9845476821523229,0.5,-1.0,0.9999998860010644,-0.7777777777777778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
spatiotemporal data,-0.5008287292817679,-0.9930983485333991,0.9934990248537281,0.0,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
parallel algorithms,-0.9433113269641183,-0.9580971160956372,0.49672450867630147,0.8999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
constraint programming,-0.9545676474367211,-0.9748582696573823,0.4195629344401661,1.0,-1.0,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer systems,-0.8990449737845807,-0.9871826472763126,0.96884532679902,0.3999999999999999,-1.0,0.9999998836200961,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
theorem proving,0.24958563535911593,-0.9921123983238846,0.024203630544581856,0.19999999999999996,-1.0,0.9999998860010644,0.14583333333333326,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,True
embedded devices,-0.9858293618995403,-0.9970421493714567,0.6457468620293043,0.8,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
virtual environments,-0.8479103333421449,-0.960069016514666,0.6691503725558834,0.6000000000000001,-1.0,0.9999998852567737,0.05555555555555558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
reverse engineering,-0.6225175451694789,-0.9842247966477693,0.7627644146621992,0.30000000000000004,-1.0,0.9999998880630017,-0.5833333333333334,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
machine translation,-0.9853482403097403,-0.9758442198668967,0.8116217432614892,0.6000000000000001,-1.0,0.9999998860010644,-0.3055555555555556,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
computational resources,-0.9206585413254116,-0.9990140497904856,0.5602340351052659,0.8,-1.0,0.9999998850263239,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
ambient intelligence,-0.22648369274639102,-0.9659847177717525,0.42986447967195085,0.19999999999999996,-1.0,0.9999998860010644,-0.19444444444444453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
scientific computing,-0.8816360188010225,-0.9802809958097116,0.7926188928339251,0.5,-1.0,0.9999998860010644,0.08333333333333326,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
approximation algorithm,-0.7787599754450583,-0.9911264481143702,0.18977846677001553,1.0,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
optimization algorithm,-0.8849117804312957,-0.9699285186098102,0.5707856178426765,0.7,-1.0,0.9999998860010644,0.0277777777777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
signal analysis,-0.9585282708357823,-0.9935913236381563,0.8496274441166176,0.5,-1.0,0.9999998860010644,0.16666666666666674,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
image classification,-0.9889278630103213,-0.9142223317722455,0.7966695004250637,0.5,-1.0,0.9999998836349748,0.2777777777777777,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,True
feature vectors,-0.8798258831408002,-0.9980280995809712,0.36875531329699474,0.8999999999999999,-1.0,0.9999998838315147,-0.5555555555555556,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
text processing,-0.9385704419889502,-0.9995070248952428,0.9083362504375656,0.3999999999999999,-1.0,0.9999998860010644,0.7222222222222223,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,True
computational methods,-0.9809933646131208,-0.9797880207049544,0.5310296544481672,0.8,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
dictionary attack,-0.8191863385233551,-0.9990140497904856,0.7877181577236585,0.3999999999999999,-1.0,0.989411307121663,-0.19444444444444453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
sensor networks,-0.33406998158379375,-0.7880207049543998,0.6897034555183279,-0.19999999999999996,-1.0,0.9999998860010644,-0.3055555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational analysis,-0.9910491684944057,-0.9871826472763126,0.5452817922688404,0.8,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
runtime systems,-0.9647212456052235,-0.9995070248952428,0.5304295644346653,0.8,-1.0,0.9999998860010644,-0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
approximation algorithms,-0.7787599754450583,-0.9561252156766084,0.09591438715807366,1.0,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
tree structures,-0.9392151278692259,-0.9970421493714567,0.7802170325548834,0.5,-1.0,0.9999998860010644,-0.27083333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image analysis,-0.9605146078244595,-0.9487305891052502,0.9499924988748312,0.30000000000000004,-1.0,0.9999998860010644,-0.19444444444444453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
hash functions,-0.5463083877448519,-0.9960561991619423,0.4644196629494426,0.3999999999999999,-1.0,0.9999998860010644,-0.33333333333333337,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
malicious code,-0.8957836580401279,-0.9955632240571851,0.3046957043556533,0.8999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network architecture,-0.9832060012453177,-0.9901404979048558,0.8861329199379906,0.3999999999999999,-1.0,0.9999998822602347,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational systems,-0.9508259529692662,-0.997535124476214,0.5609341401210182,0.7,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
evolutionary algorithms,-0.7702082447938802,-0.8876016761153562,0.1702755413311996,0.8,-1.0,0.9999998986242447,0.2777777777777777,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,True
computational complexity,-0.7094866598184292,-0.9753512447621395,0.27769165374806226,0.7,-1.0,0.9999999384664502,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational models,-0.970937560731836,-0.9709144688193246,0.530329549432415,0.7,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
object recognition,-0.8336818471968479,-0.9526743899433079,0.7712656898534782,0.30000000000000004,-1.0,0.9999998834072932,-0.19444444444444453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
computational efficiency,-0.9307143452066965,-0.9960561991619423,0.4110116517477622,0.8,-1.0,0.9999998924889519,-0.7222222222222222,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,True
autonomous agents,-0.7787599754450583,-0.97880207049544,0.3240486072910935,0.7,-1.0,0.9999998669789234,-0.41666666666666663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
data storage,-0.9898346690268913,-0.9965491742666995,0.9438415762364356,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
