phrase,concordance_score,frequency,uniqueness,wiki_score,popularity,purity,suggested_query_score,label
software development,-0.7598369969828769,-0.950702489524279,0.981347202080312,1.0,-0.678288907339585,0.9999998895681914,-0.7222222222222222,True
satisfiability problems,-0.33406998158379375,-0.9985210746857284,0.9676951542731409,0.6000000000000001,-0.9992690468064731,0.9999998860010644,-0.36111111111111116,True
receptive fields,1.0,-0.997535124476214,0.9003350502575387,-0.7,-0.9986170467453481,0.9999998860010644,-0.7222222222222222,False
discrete-event simulation,-0.0005524861878453136,-0.9950702489524279,0.7841676251437715,0.3999999999999999,-0.997402187256455,0.9999999038602299,-0.5833333333333334,False
pseudo-random number,-0.33406998158379375,-1.0,0.9928989348402262,0.5,-0.9981076716975942,0.9999998860010644,-0.33333333333333337,True
minimization problem,-0.4293606945540648,-1.0,0.9723958593789068,0.6000000000000001,-0.996849515329642,0.9999998860010644,-0.8055555555555556,False
security requirements,-0.8270958443430219,-0.9926053734286419,0.9438915837375605,1.0,-0.9918907492397577,0.9999998860010644,-0.7222222222222222,False
side-channel attacks,-0.0005524861878453136,-0.9955632240571851,0.8174726208931338,0.30000000000000004,-0.9988386248911211,0.9999998860010644,-0.9444444444444444,False
supervised learning,-0.0005524861878453136,-0.990633473009613,0.2931939790968645,0.8,-0.9659864811862326,0.9999998860010644,-0.4722222222222222,True
discrete-event systems,-0.0005524861878453136,-0.9842247966477693,0.9843976596489472,0.10000000000000009,-0.998497343609126,0.9999998860010644,-0.9722222222222222,False
inclusive design,0.599779005524862,-0.9955632240571851,0.6903535530329548,-0.19999999999999996,-0.9992766874321894,0.9999998860010644,-0.7222222222222222,False
exploiting parallelism,-0.9241393965150871,-0.9970421493714567,1.0,1.0,-0.9996485312170498,0.9999998860010644,-0.7222222222222222,False
tacit knowledge,1.0,-0.9921123983238846,0.9551932789918489,-0.9,-0.9975524528955425,0.9999998860010644,-0.7222222222222222,False
source code,-0.6215850638216804,-0.9861966970667981,0.9657948692303846,0.7,-0.8915897085865352,0.9999998511778891,-0.7222222222222222,True
face recognition,-0.5341804788213629,-0.7890066551639142,0.7801170175526329,0.6000000000000001,-0.985454795511387,0.9999998860010644,-0.19444444444444453,True
fine-grain parallelism,-0.7509668508287293,-0.9995070248952428,1.0,0.8,-0.9997580468523168,0.9999998860010644,-1.0,False
granular computing,-0.3691770863623147,-0.9768301700764112,0.8890333550032505,0.5,-0.9989990780311636,0.9999998860010644,0.0277777777777779,False
knowledge-based systems,-0.6675874769797423,-0.9738723194478679,0.9843976596489472,0.7,-0.9899627646840092,0.9999999093899863,-0.7222222222222222,False
deep learning,-0.8899324739103744,-0.7609070741927533,0.8894334150122518,0.8,-0.802280981463842,0.9999998860010644,0.5833333333333333,True
elliptic curve,1.0,-0.9916194232191274,0.7143071460719108,-0.7,-0.9963477809076045,0.9999998843688849,-0.7222222222222222,False
automata theory,-0.5008287292817679,-0.9955632240571851,0.9175876381457218,0.6000000000000001,-0.9944045151004233,0.9999998860010644,-0.7222222222222222,False
training data,-0.6721562097933853,-0.9901404979048558,0.9717957693654049,0.7,-0.9351540095456884,0.9999998860010644,-0.22222222222222232,True
software security,-0.9798166216057365,-0.9965491742666995,0.9775466319947992,1.0,-0.9948553120176855,0.9999998860010644,-0.7222222222222222,True
network classifiers,-0.997525178149616,-1.0,0.9845476821523229,1.0,-0.9991900936740713,0.9999998860010644,-0.25,False
logarithm problem,-0.0005524861878453136,-0.9995070248952428,0.9723958593789068,0.0,-0.9991518905454897,0.9999998860010644,-0.7222222222222222,False
software requirements,-0.9869127385290545,-0.9926053734286419,0.9512426864029604,1.0,-0.9817363576627836,0.9999998829920684,-0.7222222222222222,True
requirements engineering,-0.6736514314414868,-0.966970667981267,0.9122868430264541,0.7,-0.9937830775421636,0.999999891450198,-0.3055555555555556,False
source software,-0.9091001460595669,-0.9955632240571851,0.9715457318597791,0.8999999999999999,-0.9651485592326774,0.9999998860010644,-0.22222222222222232,False
expert systems,-0.6106454655706779,-0.9023909292580725,0.8766815022253338,0.6000000000000001,-0.9703416378445285,0.9999998842173277,-0.38888888888888884,False
language model,-0.9894706411409482,-0.9995070248952428,0.9481922288343252,1.0,-0.9965158746733632,0.9999998860010644,-0.33333333333333337,True
optimization problem,-0.7041668151844591,-0.9945772738476707,0.7556133420013003,0.8999999999999999,-0.9594511993235499,0.9999998860010644,-0.7222222222222222,False
image processing,-0.8468615870810127,-0.9053487798866158,0.9069860479071861,0.8,-0.8207127175668173,0.9999998672972623,0.05555555555555558,True
public key,-0.7152328334648776,-0.9965491742666995,0.9635445316797522,0.7,-0.9736933256587493,0.9999998619111043,-0.7222222222222222,True
biometric technologies,-0.6932426689332767,-1.0,0.9296394459168875,0.7,-0.9995033593284399,0.9999998800962215,-0.75,False
stopping rules,1.0,-0.997535124476214,0.5278791818772814,-0.6,-0.999679093719915,0.9999998860010644,-0.7222222222222222,False
object-oriented software,-0.8747193951730154,-0.990633473009613,0.9924488673300995,0.8,-0.9929120462105043,0.9999998930308205,-0.7222222222222222,False
text summarization,-0.959415285451197,-0.9985210746857284,0.9825973896084415,0.8999999999999999,-0.9984897029834097,0.9999998737886104,1.0,True
secret key,-0.4201390126537159,-0.9980280995809712,0.8416262439365905,0.5,-0.9933144524982299,0.9999999093398131,-0.7222222222222222,False
user requirements,-0.9381563060261242,-0.9921123983238846,0.9495924388658299,0.8999999999999999,-0.9893107646228841,0.9999998860010644,-0.7222222222222222,False
polygonal meshes,-0.700939226519337,-0.9955632240571851,1.0,0.6000000000000001,-0.9996892812208701,0.9999998860010644,-0.8333333333333334,False
security model,-0.9624362772573197,-0.9980280995809712,0.9613442016302445,0.8999999999999999,-0.9968164059515381,0.9999998860010644,-0.7222222222222222,False
integer programming,-0.5917880462079357,-0.9610549667241804,0.6532479871980796,0.8,-0.9941702025784565,0.9999998860010644,-0.33333333333333337,False
polynomial time,-0.17306153553057724,-0.9802809958097116,0.24933740061009146,0.8,-0.9773786541292488,0.9999998860010644,-0.7222222222222222,True
recursively enumerable,-0.7152328334648776,-0.9930983485333991,1.0,0.6000000000000001,-0.999050015535939,0.9999998860010644,-0.7222222222222222,False
software engineering,-0.8307981662160574,-0.9260537342864186,0.9459418912836925,0.7,-0.4805724356786658,0.9999998860010644,-0.7222222222222222,True
visual programming,-0.9536854232672619,-0.9980280995809712,0.8352752912936943,1.0,-0.9969513903391929,0.9999998860010644,-0.19444444444444453,False
enterprise applications,-0.9115032571946895,-0.9970421493714567,0.8867830174526179,0.8999999999999999,-0.9909025616471152,0.9999998860010644,-0.7222222222222222,True
injection attacks,-0.15853445769118935,-0.9950702489524279,0.5279291893784068,0.5,-0.9987342030063315,0.9999998582183716,-0.9166666666666666,False
secured connections,-0.5008287292817679,-0.9990140497904856,0.5685352802920438,0.8,-0.9999719843723736,0.9999998860010644,-1.0,False
reconfigurable computing,-0.8343462246777165,-0.9891545476953414,0.8890333550032505,0.8,-0.9983292498433671,0.9999998860010644,-0.38888888888888884,True
support vector,-0.9195784735011254,-0.9911264481143702,0.7742161324198629,1.0,-0.9276152588389305,0.9999998860010644,-0.33333333333333337,False
computer graphics,-0.8553049743883907,-0.9926053734286419,0.9089863479521929,0.8,-0.898962912402773,0.9999998854661163,-0.7222222222222222,True
autonomic computing,-0.33406998158379375,-0.9950702489524279,0.8890333550032505,0.30000000000000004,-0.9981891717052348,0.9999998555512442,-0.5277777777777778,False
ad-hoc networks,-0.0005524861878453136,-0.9773231451811684,0.9334400160024006,-0.09999999999999998,-0.9825742796163387,0.9999998860010644,-0.9444444444444444,False
application development,-0.9126583437624004,-0.9955632240571851,0.9634945241786268,0.8,-0.9175627422715071,0.9999998860010644,-0.36111111111111116,True
software testing,-0.9821819939135091,-0.9837318215430121,0.9199379906986049,0.8999999999999999,-0.9554296833215328,0.9999999262076296,-0.7222222222222222,True
simulated annealing,-0.4725112060877724,-0.9226029085531181,0.44581687253087954,0.8,-0.9919060304911903,0.9999998860010644,0.05555555555555558,False
software package,-0.9963742277601453,-0.9995070248952428,0.9409911486723008,0.8999999999999999,-0.9800605137556732,0.9999999019713028,-0.7222222222222222,True
mandatory access,-0.33406998158379375,-0.9990140497904856,0.6718507776166425,0.5,-0.999391296817934,0.9999998860010644,-0.7222222222222222,False
combinatorial optimization,-0.5842081031307551,-0.9664776928765098,0.7832174826223934,0.6000000000000001,-0.9903498897203021,0.9999998827055634,0.7777777777777779,True
finite state,-0.5842081031307551,-0.9990140497904856,0.612991948792319,0.8,-0.9865295768621478,0.9999998742232123,-0.33333333333333337,False
range images,-0.5180796342160412,-0.988168597485827,0.9354903235485323,0.3999999999999999,-0.9990525624111777,0.9804493714667335,-0.9166666666666666,False
user interfaces,-0.9182777798104717,-0.9778161202859256,0.72435865379807,1.0,-0.9648123717011599,0.9999998860010644,-0.33333333333333337,True
instant messaging,0.3329650092081029,-0.9945772738476707,0.5843876581487222,-0.09999999999999998,-0.9938671244250429,0.9999998860010644,-0.5833333333333334,False
geographic information,-0.1434885556432518,-0.9871826472763126,0.7456118417762663,0.19999999999999996,-0.9214059770068104,0.9999998860010644,-0.7222222222222222,False
functional programming,-0.9247269199949391,-0.9842247966477693,0.8203230484572686,0.8999999999999999,-0.9879227176177547,0.9999998619896513,-0.33333333333333337,True
training samples,-0.836630591084538,-0.9965491742666995,0.8440266039905986,0.8,-0.9965005934219306,0.9999998860010644,-0.41666666666666663,True
high-dimensional data,-0.7152328334648776,-0.9709144688193246,0.9934990248537281,0.5,-0.9947661713843285,0.9999998560858465,-0.7222222222222222,True
parallel computing,-0.9360871212876718,-0.9645057924574809,0.6920538080712106,1.0,-0.9779695291846433,0.9999999014944865,-0.33333333333333337,True
software tools,-0.9916434831445998,-0.9921123983238846,0.972445866880032,0.8,-0.9698449971729685,0.9999998493017648,-0.7222222222222222,True
embedded systems,-0.573387879043482,-0.9556322405718511,0.7166074911236686,0.6000000000000001,-0.9270320244092523,0.9999998705733861,-0.7222222222222222,True
mobile games,-0.9810939226519337,-0.9950702489524279,0.9632944941741262,0.8,-0.9953595933149618,0.9999999044906793,-0.7222222222222222,False
search space,-0.8813205198039064,-0.9990140497904856,0.9659448917337599,0.7,-0.9809366388378099,0.9999998860010644,0.19444444444444442,False
search algorithm,-0.9095050968796202,-0.9955632240571851,0.7855678351752764,0.8999999999999999,-0.9809366388378099,0.9999999169401574,-0.33333333333333337,True
logic programming,-0.5370806309552407,-0.9462657135814642,0.7581137170575587,0.5,-0.9926879211894926,0.9999998896820326,-0.33333333333333337,True
stereo vision,-0.841926167754897,-0.9861966970667981,0.7007051057658651,0.8999999999999999,-0.9978427966727622,0.9999998860010644,-0.4722222222222222,True
performance analysis,-0.9346476116694868,-0.43406457973872314,0.9409411411711757,0.19999999999999996,-0.9407800569481304,0.9999998974083282,-0.5833333333333334,False
ubiquitous computing,0.11779243153329766,-0.969435543505053,-0.08121218182727408,0.7,-0.987201951925183,0.9999998919159419,-0.7222222222222222,False
generative model,-0.7152328334648776,-0.9980280995809712,0.9762464369655446,0.5,-0.9974836872640956,0.9999998839166357,-0.7222222222222222,True
wearable computing,-0.6372677046710196,-0.9911264481143702,0.8890333550032505,0.5,-0.9982961404652632,0.9999998860010644,-0.7222222222222222,False
learning algorithm,-0.9065072827724762,-0.9886615725905842,0.7541131169675452,0.8999999999999999,-0.9593747930663868,0.9999998873017562,-0.33333333333333337,False
computer vision,-0.8990449737845807,-0.938871087010106,0.8901835275291294,0.7,-0.7859376830566578,0.9999998629329037,-0.4722222222222222,True
number generator,-0.7904623437045653,-0.997535124476214,0.739810971645747,0.8,-0.9957187027236284,0.999999884690338,-0.7222222222222222,False
key infrastructure,-0.988903112788034,-0.9995070248952428,0.8347252087813173,0.8999999999999999,-0.9966865153143608,0.9999998860010644,-0.7222222222222222,False
combinatorial problems,-0.8343462246777165,-0.9921123983238846,0.9676951542731409,0.6000000000000001,-0.9974684060126631,0.9999998860010644,-0.7222222222222222,False
hardware/software co-design,-0.6675874769797423,-0.9950702489524279,1.0,0.3999999999999999,-0.99902709365879,0.9999998860010644,-0.75,False
hardware/software codesign,-0.6675874769797423,-0.997535124476214,1.0,0.3999999999999999,-0.9992181093016977,0.9999998867086766,-0.9444444444444444,False
grid computing,-0.8086910327241819,-0.9635198422479665,0.7007551132669902,0.8,-0.9921556242645898,0.9999998860010644,-0.38888888888888884,True
speech recognition,-0.6008839779005526,-0.9733793443431107,0.7009051357703655,0.6000000000000001,-0.9753131383106067,0.9999998860010644,0.11111111111111116,True
computing systems,-0.7619290792630582,-0.9857037219620409,0.873431014652198,0.6000000000000001,-0.9443762447852729,0.9999999349148938,-0.7222222222222222,True
data structures,-0.9347354082105395,-0.9822528962287405,0.8421263189478423,0.8,-0.8437492041014879,0.9999998767508935,0.8055555555555556,True
shared memory,-0.6372677046710196,-0.9876756223810698,0.8441766264939738,0.5,-0.991765952353058,0.9999998841540059,-0.13888888888888884,True
global optimization,-0.93757783039551,-0.884643825486813,0.740411061659249,0.8,-0.9937652494154922,0.9999998860010644,-0.33333333333333337,False
information security,-0.9128590981075019,-0.9536603401528223,0.9826974046106915,0.6000000000000001,-0.8078127944824495,0.9999999067031358,-0.7222222222222222,True
file systems,-0.7618424213307711,-0.9940842987429135,0.9703955593339002,0.5,-0.9931565462334262,0.9999998604290978,-0.75,True
internet security,-0.9647212456052235,-0.9955632240571851,0.9727459118867829,0.7,-0.9888268583275179,0.9999998860010644,-0.5833333333333334,True
user experience,-0.8752076396765578,-0.9753512447621395,0.9625443816572485,0.6000000000000001,-0.7359374283691339,0.9999999017294345,-0.7222222222222222,False
software quality,-0.9798166216057365,-0.9861966970667981,0.9728959343901586,0.7,-0.9254682430126477,0.9999998527166427,-0.7222222222222222,False
least squares,-0.6898219766728054,-0.9359132363815628,0.4211131669750463,0.8999999999999999,-0.9529694018408814,0.9999998860010644,-0.7222222222222222,False
software support,-0.9940088554523726,-0.9990140497904856,0.9850977646646999,0.7,-0.9923440930322587,0.9999998695239054,-0.7222222222222222,False
algorithmic aspects,-0.87603591160221,-0.9921123983238846,0.860129019352903,0.7,-0.9987698592596743,0.9999998860010644,-0.36111111111111116,False
markup languages,0.1995580110497237,-1.0,0.29034355153272995,0.19999999999999996,-0.9980949373214004,0.9999998860010644,-0.7222222222222222,True
web access,-0.9952708470917965,-0.9995070248952428,0.9802470370555583,0.7,-0.9968597028305971,0.9999998532692378,-0.7222222222222222,False
deductive databases,-0.7509668508287293,-0.9896475228000986,0.8257238585787867,0.6000000000000001,-0.9993887499426953,0.9999998860010644,-0.7777777777777778,False
database systems,-0.7921542523685904,-0.9689425684002958,0.9460419062859429,0.5,-0.9621865433299884,0.9999999217401565,-0.7222222222222222,True
micropayment systems,-0.0005524861878453136,-0.9995070248952428,0.9843976596489472,-0.30000000000000004,-0.9999643437466572,0.9999998731854962,-0.7777777777777778,True
fitness function,-0.20066298342541433,-0.9995070248952428,0.8839825973896083,0.0,-0.9965158746733632,0.9999998860010644,-0.08333333333333337,True
dynamic programming,-0.964471471737234,-0.9349272861720483,0.7817172575886384,0.8,-0.9662488093358259,0.999999924025277,-0.33333333333333337,True
vector machines,-0.921060773480663,-0.9743652945526251,0.6745011751762764,0.8999999999999999,-0.9731253724805037,0.9999998860010644,-0.3055555555555556,False
agent-based systems,-0.9177255985267035,-0.9945772738476707,0.9843976596489472,0.6000000000000001,-0.997623765402228,0.9999998860010644,-0.5833333333333334,False
feature extraction,-0.6271611139014455,-0.9157012570865172,0.506976046406961,0.7,-0.9570316678467189,0.9999999138062483,0.0277777777777779,True
recognition techniques,-0.9668980497709779,-0.9990140497904856,0.7281092163824572,0.8999999999999999,-0.998077109194729,0.9999999028799531,-0.8333333333333334,False
web services,-0.6627257059098304,-0.8693615972393394,0.9918987848177228,0.19999999999999996,-0.8787509105078979,0.9999998873100604,-0.38888888888888884,True
handheld devices,-0.1898461997909512,-0.9901404979048558,0.6384457668650299,0.19999999999999996,-0.99675018719533,0.9999998860010644,-0.7222222222222222,False
image annotation,-0.9889278630103213,-0.9886615725905842,0.8274241136170424,0.8,-0.9988386248911211,0.9999998860010644,-0.3055555555555556,True
algorithmic techniques,-0.7509668508287293,-0.9995070248952428,0.8993849077361604,0.5,-0.9990678436626104,0.9999998860010644,-0.8888888888888888,False
physical security,-0.9772822941331228,-0.9955632240571851,0.9216882532379858,0.7,-0.9899525771830541,0.9999998860010644,-0.7222222222222222,False
cryptographic protocols,-0.861492997558782,-0.990633473009613,0.6985547832174825,0.8,-0.9979675935594619,0.9999995399776145,-0.7222222222222222,True
medical image,-0.8232289748311847,-0.9921123983238846,0.956243436515477,0.5,-0.9889542020894564,0.9999998860010644,-0.7222222222222222,False
concurrent programs,-0.8135013812154697,-0.9876756223810698,0.4411661749262388,1.0,-0.9985431873634238,0.9999998860010644,-0.7777777777777778,True
optimization techniques,-0.859091071110319,-0.9847177717525265,0.6826023903585539,0.8,-0.9893744365038534,0.9999998860010644,0.0277777777777779,True
distributed computing,-0.9261972996129643,-0.9837318215430121,0.7481122168325247,0.8,-0.9412512288673027,0.9999998860010644,-0.7222222222222222,True
wavelet denoising,-0.9682999728285482,-0.9965491742666995,1.0,0.6000000000000001,-0.9996994687218252,0.9999998860010644,-0.11111111111111105,False
user behavior,-0.9480955691339504,-0.9871826472763126,0.8669300395059261,0.7,-0.9948425776414916,0.9999998860010644,-0.7222222222222222,False
machine intelligence,-0.8908078479140383,-0.9970421493714567,0.8161224183627545,0.7,-0.9723434817822014,0.9999998860010644,-0.36111111111111116,True
computer science,-0.6912799766526785,-0.9438008380576781,0.9624943741561234,0.30000000000000004,1.0,0.9999998860010644,-0.7222222222222222,True
game interface,-0.9892990433351261,-1.0,0.9158373756063409,0.7,-0.9995186405798726,0.9999998860010644,-0.7222222222222222,False
end user,-0.7509668508287293,-0.9995070248952428,0.9749962494374158,0.3999999999999999,-0.9292197902393553,0.9999998852439711,-0.7222222222222222,False
virtual machine,-0.9436569827381109,-0.9926053734286419,0.8607791168675301,0.7,-0.9784381542285769,0.9999998906771879,-0.5833333333333334,True
privacy protection,-0.6500339245904818,-0.9733793443431107,0.9456418462769416,0.30000000000000004,-0.9957187027236284,0.9999998847519296,-0.7222222222222222,False
software systems,-0.8710094954481931,-0.9857037219620409,0.9768465269790472,0.5,-0.9498443859229112,0.9999998820007192,-0.5277777777777778,True
intelligent agents,-0.8909524050889553,-0.9704214937145674,0.6785017752662899,0.8,-0.9949699214034301,0.9999998786612734,-0.41666666666666663,False
admission control,-0.0005524861878453136,-0.9526743899433079,0.7698154723208481,-0.19999999999999996,-0.9975626403964976,0.9999998860010644,-0.7222222222222222,False
mobile applications,-0.966800315706393,-0.950702489524279,0.9330899634945242,0.6000000000000001,-0.9526561361865128,0.9999998860010644,-0.7222222222222222,True
secure data,-0.9235427641440747,-0.990633473009613,0.9285392808921338,0.6000000000000001,-0.9961414840132641,0.999999884622518,-0.7222222222222222,False
pattern recognition,-0.4250292985099615,-0.8752772984964259,0.7109066359953993,0.19999999999999996,-0.8551566582959367,0.9999998888816866,-0.22222222222222232,False
game development,-0.965687185253997,-0.9995070248952428,0.9736960544081612,0.6000000000000001,-0.9314050091942196,0.999999884571307,-0.5833333333333334,True
key exchange,-0.9217928850559224,-0.9891545476953414,0.9191378706806022,0.6000000000000001,-0.9971398591068618,0.9999998860010644,-0.4722222222222222,False
parallel programs,-0.8927418872289926,-0.9783090953906828,0.7758663799569936,0.7,-0.9976415935288994,0.9999998860010644,-0.33333333333333337,True
virtual environment,-0.881421660630733,-0.9930983485333991,0.8791318697804671,0.6000000000000001,-0.9927032024409252,0.9999998881325518,0.4444444444444444,True
log files,-0.737801686536784,-0.9985210746857284,0.9332899934990249,0.3999999999999999,-0.99592245274273,0.9999998848280542,-0.75,True
suffix trees,-0.33406998158379375,-0.9990140497904856,0.025803870580586974,0.8999999999999999,-0.9994651561998584,0.9999998966626535,-0.38888888888888884,False
cellular automata,-0.7218810227418733,-0.9028839043628297,0.8150722608391261,0.3999999999999999,-0.9957645464779262,0.9999998860010644,-0.33333333333333337,True
assistive technology,-0.0005524861878453136,-0.9955632240571851,0.9857978696804521,-0.4,-0.9934367025096908,0.9999998884322057,-0.7222222222222222,False
static code,-0.9633482747836964,-1.0,0.8511776766514978,0.7,-0.9982808592138306,0.9999998860010644,-0.33333333333333337,False
private key,-0.965370955011839,-0.9995070248952428,0.9517927689153374,0.6000000000000001,-0.9948272963900591,0.999999919807631,-0.7222222222222222,True
image classifiers,-0.9970459359205674,-0.9995070248952428,0.9812471870780617,0.6000000000000001,-0.9998064374818535,0.9999998725893027,-0.9166666666666666,True
optimization technique,-0.9107324897522724,-0.9985210746857284,0.5909886482972446,0.8999999999999999,-0.9968444215791645,0.9999998860010644,0.0277777777777779,True
language processing,-0.8265900038545548,-0.9970421493714567,0.8976846526979045,0.5,-0.9203133675293782,0.9999998860010644,-0.7222222222222222,True
conversational agents,-0.45534907081868414,-0.9916194232191274,0.9168375256288446,0.10000000000000009,-0.9990372811597451,0.9999998941363566,-0.38888888888888884,False
register allocation,-0.6372677046710196,-0.9985210746857284,0.7024053608041207,0.5,-0.9991544374207285,0.9999998860010644,-0.7222222222222222,False
web document,-0.9894367218079023,-1.0,0.9559933990098515,0.6000000000000001,-0.9989634217778208,0.9999998860010644,-0.5833333333333334,False
microarray data,-0.25069060773480656,-0.9768301700764112,0.9934990248537281,-0.19999999999999996,-0.9972188122392637,0.9999998860010644,-0.7222222222222222,False
key management,-0.9095910254682658,-0.9871826472763126,0.9613942091313696,0.5,-0.9944070619756621,0.9999998860010644,-0.5833333333333334,True
encrypted data,-0.7342909760589318,-0.9792950456001972,0.3773566034905236,0.8999999999999999,-0.996829140327732,0.9999998900481222,-0.7222222222222222,True
security protocols,-0.9398795384382701,-0.9802809958097116,0.6836525478821822,0.8,-0.9956397495912265,0.9999998860010644,-0.7222222222222222,False
dynamic program,-0.9919465972160765,-0.9990140497904856,0.8538280742111317,0.7,-0.9987673123844355,0.9999998860010644,-0.33333333333333337,False
block ciphers,-0.965370955011839,-0.9901404979048558,0.9169375406310947,0.6000000000000001,-0.9986043123691543,0.9999998860010644,-0.75,True
reachability analysis,-0.7152328334648776,-0.9935913236381563,0.9687453117967695,0.30000000000000004,-0.9989328592749556,0.9999998860010644,-0.7222222222222222,False
security controls,-0.9946601898559622,-0.9990140497904856,0.8518777816672503,0.7,-0.9955480620826308,0.9999998860010644,-0.6111111111111112,False
complexity theory,-0.9659978675971698,-0.9950702489524279,0.6187428114217133,0.8999999999999999,-0.9937805306669247,0.9999998885768422,-0.3055555555555556,False
web usage,-0.9894367218079023,-1.0,0.8448767315097265,0.7,-0.9982197342081001,0.9999998860010644,-0.7222222222222222,False
computational cost,-0.799988894749993,-0.9995070248952428,0.5521328199229885,0.8,-0.9860787799448856,0.9999998860010644,-0.7222222222222222,True
cryptographic schemes,-0.9545676474367211,-1.0,0.7047057058558783,0.8,-0.9993734686912626,0.9999998860010644,-0.9305555555555556,False
hidden layers,-0.7702082447938802,-0.9995070248952428,0.5189278391758763,0.8,-0.9975320778936323,0.9999998860010644,-0.4444444444444444,True
software developers,-0.9869127385290545,-0.9980280995809712,0.8333750062509377,0.7,-0.9735939975244373,0.9999998879128287,-0.4444444444444444,False
context-aware security,-0.8410165745856354,-1.0,0.9850977646646999,0.3999999999999999,-1.0,0.9999998860010644,-0.7777777777777778,False
data mining,-0.9071857778023634,-0.8358392901158491,0.7854678201730261,0.5,-1.0,0.9999998879782266,-0.5833333333333334,True
optimization algorithms,-0.9623739083942257,-0.9783090953906828,0.4769215382307346,1.0,-1.0,0.999999876913523,0.0277777777777779,True
user interactions,-0.9878526215652556,-0.9980280995809712,0.7210081512226834,0.8,-1.0,0.9999998860010644,-0.8333333333333334,False
computer games,-0.8625949742877558,-0.97880207049544,0.9743961594239137,0.3999999999999999,-1.0,0.9999998964865289,-0.7222222222222222,False
memory access,-0.9341223791580943,-0.9995070248952428,0.9560934140121018,0.5,-1.0,0.9999999104886019,-0.7222222222222222,True
decentralized systems,-0.8676979742173112,-0.9980280995809712,0.9843976596489472,0.3999999999999999,-1.0,0.9999998795533149,-0.5277777777777778,False
