phrase,concordance_score,frequency,uniqueness,wiki_score,total
text summarization,-0.959415285451197,-0.9985210746857284,0.9825973896084415,0.8999999999999999,0.36086947230502464
semistructured data,1.0,-0.9955632240571851,0.9934990248537281,-0.19999999999999996,0.3585965950105728
user requirements,-0.9381563060261242,-0.9921123983238846,0.9495924388658299,0.8999999999999999,0.35825341329373217
image recognition,-0.9848688265551981,-0.9773231451811684,0.8099714957243587,1.0,0.35740951003323174
minimization problem,-0.4293606945540648,-1.0,0.9723958593789068,0.6000000000000001,0.35575879120621057
security model,-0.9624362772573197,-0.9980280995809712,0.9613442016302445,0.8999999999999999,0.3548255761141826
user interfaces,-0.9182777798104717,-0.9778161202859256,0.72435865379807,1.0,0.3526294124826033
source code,-0.6215850638216804,-0.9861966970667981,0.9657948692303846,0.7,0.35174261649883615
enterprise applications,-0.9115032571946895,-0.9970421493714567,0.8867830174526179,0.8999999999999999,0.34896783259590924
parallel programming,-0.9360871212876718,-0.988168597485827,0.7210081512226834,1.0,0.34682182760946156
knowledge-based systems,-0.6675874769797423,-0.9738723194478679,0.9843976596489472,0.7,0.3455089296949078
software package,-0.9963742277601453,-0.9995070248952428,0.9409911486723008,0.8999999999999999,0.3411788789832767
parallel computing,-0.9360871212876718,-0.9645057924574809,0.6920538080712106,1.0,0.3407663820730107
training data,-0.6721562097933853,-0.9901404979048558,0.9717957693654049,0.7,0.3404028649977621
software testing,-0.9821819939135091,-0.9837318215430121,0.9199379906986049,0.8999999999999999,0.34025240811912333
object-oriented software,-0.8747193951730154,-0.990633473009613,0.9924488673300995,0.8,0.3399006943887904
pseudo-random number,-0.33406998158379375,-1.0,0.9928989348402262,0.5,0.3397072383141081
edge detection,-0.7787599754450583,-0.95760414099088,0.6994549182377356,0.8999999999999999,0.33729352864862533
virtual reality,-0.881421660630733,-0.9354202612768056,0.7926689003350502,0.8999999999999999,0.336040796862239
computer-aided design,-0.0005524861878453136,-0.9926053734286419,0.9877981697254588,0.30000000000000004,0.3321811522129713
polynomial time,-0.17306153553057724,-0.9802809958097116,0.24933740061009146,0.8,0.330054916479393
image processing,-0.8468615870810127,-0.9053487798866158,0.9069860479071861,0.8,0.3297636762122126
functional programming,-0.9247269199949391,-0.9842247966477693,0.8203230484572686,0.8999999999999999,0.3296877922831939
integer programming,-0.5917880462079357,-0.9610549667241804,0.6532479871980796,0.8,0.327312236911327
public key,-0.7152328334648776,-0.9965491742666995,0.9635445316797522,0.7,0.32725046584038364
secured connections,-0.5008287292817679,-0.9990140497904856,0.5685352802920438,0.8,0.32697593526304475
requirements engineering,-0.6736514314414868,-0.966970667981267,0.9122868430264541,0.7,0.3263103194971785
discrete-event simulation,-0.0005524861878453136,-0.9950702489524279,0.7841676251437715,0.3999999999999999,0.32615027229136007
distributed applications,-0.9422489437764056,-0.9832388464382549,0.8188228234235133,0.8999999999999999,0.32498152758986415
automata theory,-0.5008287292817679,-0.9955632240571851,0.9175876381457218,0.6000000000000001,0.32441156601312926
search algorithm,-0.9095050968796202,-0.9955632240571851,0.7855678351752764,0.8999999999999999,0.32423752337105477
reconfigurable computing,-0.8343462246777165,-0.9891545476953414,0.8890333550032505,0.8,0.3242140551966165
optimization problems,-0.8849117804312957,-0.9477446388957358,0.7509126368955343,0.8999999999999999,0.3241129821712728
biometric technologies,-0.6932426689332767,-1.0,0.9296394459168875,0.7,0.3240991942459027
computer graphics,-0.8553049743883907,-0.9926053734286419,0.9089863479521929,0.8,0.3237900747195185
application development,-0.9126583437624004,-0.9955632240571851,0.9634945241786268,0.8,0.3229308839011974
deep learning,-0.8899324739103744,-0.7609070741927533,0.8894334150122518,0.8,0.3218298815658317
stereo vision,-0.841926167754897,-0.9861966970667981,0.7007051057658651,0.8999999999999999,0.3203848996494021
web applications,-0.9310954689689609,-0.9556322405718511,0.956143421513227,0.8,0.318480376107474
learning algorithm,-0.9065072827724762,-0.9886615725905842,0.7541131169675452,0.8999999999999999,0.31746837991923804
finite state,-0.5842081031307551,-0.9990140497904856,0.612991948792319,0.8,0.31724525892586675
key infrastructure,-0.988903112788034,-0.9995070248952428,0.8347252087813173,0.8999999999999999,0.31648017275355866
network security,-0.9617272358888702,-0.9773231451811684,0.9696454468170226,0.8,0.3131133954729797
training samples,-0.836630591084538,-0.9965491742666995,0.8440266039905986,0.8,0.3120215445131802
concurrent programs,-0.8135013812154697,-0.9876756223810698,0.4411661749262388,1.0,0.3075324173086388
simulated annealing,-0.4725112060877724,-0.9226029085531181,0.44581687253087954,0.8,0.30719627118312093
neural networks,-0.5530963964706853,-0.5410401774710377,0.4486673000950143,0.8,0.3068407170325304
granular computing,-0.3691770863623147,-0.9768301700764112,0.8890333550032505,0.5,0.30612255865641336
mobile games,-0.9810939226519337,-0.9950702489524279,0.9632944941741262,0.8,0.30579663043292676
software tools,-0.9916434831445998,-0.9921123983238846,0.972445866880032,0.8,0.30559497601766383
natural language,-0.4436543014996054,-0.9649987675622381,0.9340401060159025,0.5,0.29934651275096236
algorithmic complexity,-0.7509668508287293,-0.9980280995809712,0.7011551732759915,0.8,0.29764567563276706
software engineering,-0.8307981662160574,-0.9260537342864186,0.9459418912836925,0.7,0.29748324455258784
number generator,-0.7904623437045653,-0.997535124476214,0.739810971645747,0.8,0.2974604007614848
recognition techniques,-0.9668980497709779,-0.9990140497904856,0.7281092163824572,0.8999999999999999,0.2953520891633455
polygonal meshes,-0.700939226519337,-0.9955632240571851,1.0,0.6000000000000001,0.29498703216730654
vector machines,-0.921060773480663,-0.9743652945526251,0.6745011751762764,0.8999999999999999,0.29464183569627206
penetration testing,-0.0005524861878453136,-0.9980280995809712,0.4716707506125921,0.5,0.29287816112713816
face recognition,-0.5341804788213629,-0.7890066551639142,0.7801170175526329,0.6000000000000001,0.29203380192462186
recursively enumerable,-0.7152328334648776,-0.9930983485333991,1.0,0.6000000000000001,0.2915368742071107
expert systems,-0.6106454655706779,-0.9023909292580725,0.8766815022253338,0.6000000000000001,0.29138946270076044
least squares,-0.6898219766728054,-0.9359132363815628,0.4211131669750463,0.8999999999999999,0.29102713575648204
side-channel attacks,-0.0005524861878453136,-0.9955632240571851,0.8174726208931338,0.30000000000000004,0.28945187247346293
data structures,-0.9347354082105395,-0.9822528962287405,0.8421263189478423,0.8,0.28773508287288874
search space,-0.8813205198039064,-0.9990140497904856,0.9659448917337599,0.7,0.2862053904929391
grid computing,-0.8086910327241819,-0.9635198422479665,0.7007551132669902,0.8,0.2848400280233038
secret key,-0.4201390126537159,-0.9980280995809712,0.8416262439365905,0.5,0.28047040284167013
optimization algorithms,-0.9623739083942257,-0.9783090953906828,0.4769215382307346,1.0,0.2797214526895931
suffix trees,-0.33406998158379375,-0.9990140497904856,0.025803870580586974,0.8999999999999999,0.277982769759674
ubiquitous computing,0.11779243153329766,-0.969435543505053,-0.08121218182727408,0.7,0.27567328525125323
optimization technique,-0.9107324897522724,-0.9985210746857284,0.5909886482972446,0.8999999999999999,0.2751379859019566
combinatorial optimization,-0.5842081031307551,-0.9664776928765098,0.7832174826223934,0.6000000000000001,0.2714284602290842
image annotation,-0.9889278630103213,-0.9886615725905842,0.8274241136170424,0.8,0.2701909840221511
cryptographic protocols,-0.861492997558782,-0.990633473009613,0.6985547832174825,0.8,0.2697337727641945
complexity theory,-0.9659978675971698,-0.9950702489524279,0.6187428114217133,0.8999999999999999,0.26843272350851444
injection attacks,-0.15853445769118935,-0.9950702489524279,0.5279291893784068,0.5,0.26759517047418296
dynamic programming,-0.964471471737234,-0.9349272861720483,0.7817172575886384,0.8,0.26756508215424873
constraint programming,-0.9545676474367211,-0.9748582696573823,0.4195629344401661,1.0,0.26750590826799214
internet security,-0.9647212456052235,-0.9955632240571851,0.9727459118867829,0.7,0.2672280053675306
encrypted data,-0.7342909760589318,-0.9792950456001972,0.3773566034905236,0.8999999999999999,0.26680165457788807
optimization techniques,-0.859091071110319,-0.9847177717525265,0.6826023903585539,0.8,0.2666419412244324
global optimization,-0.93757783039551,-0.884643825486813,0.740411061659249,0.8,0.26647611654159414
distributed computing,-0.9261972996129643,-0.9837318215430121,0.7481122168325247,0.8,0.26629213822773956
computer vision,-0.8990449737845807,-0.938871087010106,0.8901835275291294,0.7,0.2658410840856319
software quality,-0.9798166216057365,-0.9861966970667981,0.9728959343901586,0.7,0.26395999334276565
software support,-0.9940088554523726,-0.9990140497904856,0.9850977646646999,0.7,0.2628215248135575
algorithmic aspects,-0.87603591160221,-0.9921123983238846,0.860129019352903,0.7,0.261417657021479
web access,-0.9952708470917965,-0.9995070248952428,0.9802470370555583,0.7,0.2612686962461783
mandatory access,-0.33406998158379375,-0.9990140497904856,0.6718507776166425,0.5,0.25949449651868794
intelligent agents,-0.8909524050889553,-0.9704214937145674,0.6785017752662899,0.8,0.2583662678586053
embedded systems,-0.573387879043482,-0.9556322405718511,0.7166074911236686,0.6000000000000001,0.25802329099145416
combinatorial problems,-0.8343462246777165,-0.9921123983238846,0.9676951542731409,0.6000000000000001,0.25373161248266196
practical algorithms,-0.9642748195098804,-0.9955632240571851,0.5569835475321296,0.8999999999999999,0.25339902080270305
approximation algorithm,-0.7787599754450583,-0.9911264481143702,0.18977846677001553,1.0,0.25319830042552083
code generation,-0.7601342165398745,-0.9886615725905842,0.8852327849177377,0.6000000000000001,0.2518415634649367
physical security,-0.9772822941331228,-0.9955632240571851,0.9216882532379858,0.7,0.2513233285733565
computing systems,-0.7619290792630582,-0.9857037219620409,0.873431014652198,0.6000000000000001,0.24859029774918295
computational cost,-0.799988894749993,-0.9995070248952428,0.5521328199229885,0.8,0.24806063004848677
cryptographic schemes,-0.9545676474367211,-1.0,0.7047057058558783,0.8,0.24753451460478937
hidden layers,-0.7702082447938802,-0.9995070248952428,0.5189278391758763,0.8,0.24720454735073694
security protocols,-0.9398795384382701,-0.9802809958097116,0.6836525478821822,0.8,0.2469292025704925
game interface,-0.9892990433351261,-1.0,0.9158373756063409,0.7,0.24663458306780373
machine intelligence,-0.8908078479140383,-0.9970421493714567,0.8161224183627545,0.7,0.24647653514360618
speech recognition,-0.6008839779005526,-0.9733793443431107,0.7009051357703655,0.6000000000000001,0.24633632225029778
high-dimensional data,-0.7152328334648776,-0.9709144688193246,0.9934990248537281,0.5,0.24602082440624637
parallel algorithms,-0.9433113269641183,-0.9580971160956372,0.49672450867630147,0.8999999999999999,0.2454484396232639
user behavior,-0.9480955691339504,-0.9871826472763126,0.8669300395059261,0.7,0.24534948522917827
virtual machine,-0.9436569827381109,-0.9926053734286419,0.8607791168675301,0.7,0.24465026486092267
user interactions,-0.9878526215652556,-0.9980280995809712,0.7210081512226834,0.8,0.24338747743530842
user experience,-0.8752076396765578,-0.9753512447621395,0.9625443816572485,0.6000000000000001,0.2430666232570658
discrete-event systems,-0.0005524861878453136,-0.9842247966477693,0.9843976596489472,0.10000000000000009,0.24175005353288703
generative model,-0.7152328334648776,-0.9980280995809712,0.9762464369655446,0.5,0.2403519958961182
information security,-0.9128590981075019,-0.9536603401528223,0.9826974046106915,0.6000000000000001,0.23977655961815636
deductive databases,-0.7509668508287293,-0.9896475228000986,0.8257238585787867,0.6000000000000001,0.2392068757975095
feature extraction,-0.6271611139014455,-0.9157012570865172,0.506976046406961,0.7,0.23916867027205302
wearable computing,-0.6372677046710196,-0.9911264481143702,0.8890333550032505,0.5,0.23838509017733925
static code,-0.9633482747836964,-1.0,0.8511776766514978,0.7,0.23695735046695032
agent-based systems,-0.9177255985267035,-0.9945772738476707,0.9843976596489472,0.6000000000000001,0.23693915158817747
parallel programs,-0.8927418872289926,-0.9783090953906828,0.7758663799569936,0.7,0.2368656684124661
range images,-0.5180796342160412,-0.988168597485827,0.9354903235485323,0.3999999999999999,0.23494424245883141
logic programming,-0.5370806309552407,-0.9462657135814642,0.7581137170575587,0.5,0.23294498584650628
approximation algorithms,-0.7787599754450583,-0.9561252156766084,0.09591438715807366,1.0,0.23148234214442343
dynamic program,-0.9919465972160765,-0.9990140497904856,0.8538280742111317,0.7,0.23051966675923952
security controls,-0.9946601898559622,-0.9990140497904856,0.8518777816672503,0.7,0.22935369546329776
web usage,-0.9894367218079023,-1.0,0.8448767315097265,0.7,0.22886000242545607
wavelet denoising,-0.9682999728285482,-0.9965491742666995,1.0,0.6000000000000001,0.22809754807952803
file systems,-0.7618424213307711,-0.9940842987429135,0.9703955593339002,0.5,0.22743406956363663
shared memory,-0.6372677046710196,-0.9876756223810698,0.8441766264939738,0.5,0.22734344933668507
feature vectors,-0.8798258831408002,-0.9980280995809712,0.36875531329699474,0.8999999999999999,0.22733095256000002
software developers,-0.9869127385290545,-0.9980280995809712,0.8333750062509377,0.7,0.22671416195142224
embedded devices,-0.9858293618995403,-0.9970421493714567,0.6457468620293043,0.8,0.2251272675638682
autonomic computing,-0.33406998158379375,-0.9950702489524279,0.8890333550032505,0.30000000000000004,0.22398733090724285
game development,-0.965687185253997,-0.9995070248952428,0.9736960544081612,0.6000000000000001,0.22202686604377897
secure data,-0.9235427641440747,-0.990633473009613,0.9285392808921338,0.6000000000000001,0.2217174555365342
computational resources,-0.9206585413254116,-0.9990140497904856,0.5602340351052659,0.8,0.21994317095543936
key exchange,-0.9217928850559224,-0.9891545476953414,0.9191378706806022,0.6000000000000001,0.21987851902140293
virtual environment,-0.881421660630733,-0.9930983485333991,0.8791318697804671,0.6000000000000001,0.21977263486076365
mesh processing,-0.9470210542033747,-1.0,0.7637145571835775,0.7,0.2191733757450507
private key,-0.965370955011839,-0.9995070248952428,0.9517927689153374,0.6000000000000001,0.2166301022311125
image classifiers,-0.9970459359205674,-0.9995070248952428,0.9812471870780617,0.6000000000000001,0.21607496154461148
parallel computers,-0.9722081496699044,-0.9837318215430121,0.7690653598039705,0.7,0.2150277114563659
database systems,-0.7921542523685904,-0.9689425684002958,0.9460419062859429,0.5,0.21502478505932335
mobile applications,-0.966800315706393,-0.950702489524279,0.9330899634945242,0.6000000000000001,0.2140372874708189
computational time,-0.9608817568505511,-0.9990140497904856,0.5740861129169375,0.8,0.21335038652707233
hardware/software co-design,-0.6675874769797423,-0.9950702489524279,1.0,0.3999999999999999,0.213349618307443
hardware/software codesign,-0.6675874769797423,-0.997535124476214,1.0,0.3999999999999999,0.21322637453125368
algorithmic techniques,-0.7509668508287293,-0.9995070248952428,0.8993849077361604,0.5,0.21212916298209564
web document,-0.9894367218079023,-1.0,0.9559933990098515,0.6000000000000001,0.21163916930048737
medical image,-0.8232289748311847,-0.9921123983238846,0.956243436515477,0.5,0.20864799550487886
block ciphers,-0.965370955011839,-0.9901404979048558,0.9169375406310947,0.6000000000000001,0.2083846215095712
mobile devices,-0.7838421468034728,-0.8575301947251663,0.8868830324548682,0.5,0.20788371167659056
software metrics,-0.9940088554523726,-0.990633473009613,0.4028604290643598,0.8999999999999999,0.20768121975251613
malicious code,-0.8957836580401279,-0.9955632240571851,0.3046957043556533,0.8999999999999999,0.20744985037602204
optimization methods,-0.9881946177152022,-0.9926053734286419,0.7377106565984899,0.7,0.20274874104938984
software systems,-0.8710094954481931,-0.9857037219620409,0.9768465269790472,0.5,0.20217407178461147
runtime systems,-0.9647212456052235,-0.9995070248952428,0.5304295644346653,0.8,0.20145172846259835
computational analysis,-0.9910491684944057,-0.9871826472763126,0.5452817922688404,0.8,0.19919902357979308
computational methods,-0.9809933646131208,-0.9797880207049544,0.5310296544481672,0.8,0.1985196714235139
runtime performance,-0.9647212456052235,-1.0,0.518227734160124,0.8,0.19837662213872514
security architecture,-0.9849930160763695,-0.9950702489524279,0.8866830024503674,0.6000000000000001,0.19566898414587813
automatic parallelization,-0.9589764466414655,-0.9970421493714567,0.8607791168675301,0.6000000000000001,0.19559856008794335
distributed memory,-0.9315478476674447,-0.9945772738476707,0.8313246987048057,0.6000000000000001,0.1952153490669568
number generators,-0.7904623437045653,-0.9995070248952428,0.5027254088113218,0.7,0.19309041503192698
logarithm problem,-0.0005524861878453136,-0.9995070248952428,0.9723958593789068,0.0,0.19298549205300325
language processing,-0.8265900038545548,-0.9970421493714567,0.8976846526979045,0.5,0.1929215547422646
network computing,-0.9832060012453177,-0.997535124476214,0.8735810371555734,0.6000000000000001,0.1927170027537533
register allocation,-0.6372677046710196,-0.9985210746857284,0.7024053608041207,0.5,0.19135836029898887
geographic information,-0.1434885556432518,-0.9871826472763126,0.7456118417762663,0.19999999999999996,0.19117168916943797
computer interaction,-0.9136249735833106,-0.9995070248952428,0.797069560434065,0.6000000000000001,0.1908857954679265
knowledge representation,-0.8856566085847853,-0.9719004190288391,0.7614642196329451,0.6000000000000001,0.19035688181059807
scheduling problems,-0.9354949732814056,-0.9792950456001972,0.6325448817322599,0.7,0.19029772483270369
key management,-0.9095910254682658,-0.9871826472763126,0.9613942091313696,0.5,0.18859166355196036
optimization algorithm,-0.8849117804312957,-0.9699285186098102,0.5707856178426765,0.7,0.1879720334223547
user profiles,-0.9911657092678643,-0.9945772738476707,0.858078711806771,0.6000000000000001,0.1869993869423432
end user,-0.7509668508287293,-0.9995070248952428,0.9749962494374158,0.3999999999999999,0.18603199840740944
inclusive design,0.599779005524862,-0.9955632240571851,0.6903535530329548,-0.19999999999999996,0.18275497843659494
memory access,-0.9341223791580943,-0.9995070248952428,0.9560934140121018,0.5,0.18051740746873976
computational efficiency,-0.9307143452066965,-0.9960561991619423,0.4110116517477622,0.8,0.18027151667716934
log files,-0.737801686536784,-0.9985210746857284,0.9332899934990249,0.3999999999999999,0.17894602300627374
parallel scheduling,-0.9938807666992441,-0.9980280995809712,0.46787018052707907,0.8,0.17859594847791022
machine translation,-0.9853482403097403,-0.9758442198668967,0.8116217432614892,0.6000000000000001,0.17777616474459246
virtual environments,-0.8479103333421449,-0.960069016514666,0.6691503725558834,0.6000000000000001,0.17730655897770137
user data,-0.9779133584574293,-0.9985210746857284,0.9842976446466971,0.5,0.17667001781303052
knowledge bases,-0.9703187420314492,-0.9871826472763126,0.6110916637495625,0.7,0.1758340980657127
network topologies,-0.9867857954713923,-0.997535124476214,0.9845476821523229,0.5,0.17456371544642194
information privacy,-0.9985095054854498,-0.9965491742666995,0.9888983347502127,0.5,0.17276974860285574
wide web,-0.9602660953884317,-0.9985210746857284,0.9505925888883333,0.5,0.17265556964068898
equality constraints,-0.5564149785144261,-0.9930983485333991,0.36145421813272005,0.6000000000000001,0.17160489247790361
computational systems,-0.9508259529692662,-0.997535124476214,0.5609341401210182,0.7,0.16765029056412728
context-aware security,-0.8410165745856354,-1.0,0.9850977646646999,0.3999999999999999,0.16602029751976607
evolutionary algorithms,-0.7702082447938802,-0.8876016761153562,0.1702755413311996,0.8,0.16563674032856207
privacy enhancing,-0.9659978675971698,-0.9995070248952428,0.5560834125118768,0.7,0.16254603498391462
computer worms,-0.9974599724260081,-0.9995070248952428,0.40741111166675004,0.8,0.1625124335654234
markup languages,0.1995580110497237,-1.0,0.29034355153272995,0.19999999999999996,0.1624753906456134
mobile computers,-0.9925288082083662,-0.9965491742666995,0.9393909086362955,0.5,0.16188806639364736
parallel architectures,-0.9360871212876718,-0.9876756223810698,0.1595739360904136,0.8999999999999999,0.16148792258163192
privacy protection,-0.6500339245904818,-0.9733793443431107,0.9456418462769416,0.30000000000000004,0.16023301320445946
attribute values,-0.9640474728872519,-0.9960561991619423,0.7233084962744412,0.6000000000000001,0.16001244588870028
decentralized systems,-0.8676979742173112,-0.9980280995809712,0.9843976596489472,0.3999999999999999,0.15927351637886042
computer games,-0.8625949742877558,-0.97880207049544,0.9743961594239137,0.3999999999999999,0.15901019275926745
computational complexity,-0.7094866598184292,-0.9753512447621395,0.27769165374806226,0.7,0.15828368624430128
cellular automata,-0.7218810227418733,-0.9028839043628297,0.8150722608391261,0.3999999999999999,0.15815361430617167
optimization models,-0.9881946177152022,-0.9901404979048558,0.7370105515827374,0.6000000000000001,0.15769695857164107
agent software,-0.9900491437990293,-1.0,0.9204380657098568,0.5,0.15759723047770688
computational models,-0.970937560731836,-0.9709144688193246,0.530329549432415,0.7,0.1563022737341785
computer science,-0.6912799766526785,-0.9438008380576781,0.9624943741561234,0.30000000000000004,0.15561355747297737
software fault,-0.998739600067918,-1.0,0.7402110316547483,0.6000000000000001,0.15536785789670765
scientific computing,-0.8816360188010225,-0.9802809958097116,0.7926188928339251,0.5,0.15373166871774005
data mining,-0.9071857778023634,-0.8358392901158491,0.7854678201730261,0.5,0.15277854608687322
handheld devices,-0.1898461997909512,-0.9901404979048558,0.6384457668650299,0.19999999999999996,0.15264286687327686
mobile computing,-0.9582241515390687,-0.969435543505053,0.8623793569035356,0.5,0.15256702416586407
autonomous agents,-0.7787599754450583,-0.97880207049544,0.3240486072910935,0.7,0.1523820544367368
usability engineering,-0.8698849741871207,-0.997535124476214,0.4175626343951593,0.7,0.15204265882819895
images using,-0.8665769070058963,-1.0,0.953793068960344,0.3999999999999999,0.15180404048861187
multimedia applications,-0.7688338595106551,-0.9753512447621395,0.849177376606491,0.3999999999999999,0.15131831703585194
reachability analysis,-0.7152328334648776,-0.9935913236381563,0.9687453117967695,0.30000000000000004,0.14869855340106516
signal analysis,-0.9585282708357823,-0.9935913236381563,0.8496274441166176,0.5,0.148095227138301
computer systems,-0.8990449737845807,-0.9871826472763126,0.96884532679902,0.3999999999999999,0.14809095588979418
image data,-0.9077471339078592,-0.9832388464382549,0.9747462119317898,0.3999999999999999,0.14758782718406985
formal methods,-0.9085683262542714,-0.9684495932955386,0.7841176176426463,0.5,0.1454648431823168
robot path,-0.9610828729281768,-1.0,0.6509976496474472,0.6000000000000001,0.14247869417981768
write operations,-0.863097732901505,-1.0,0.904285642846427,0.3999999999999999,0.14029697748623046
ad-hoc networks,-0.0005524861878453136,-0.9773231451811684,0.9334400160024006,-0.09999999999999998,0.1393557251945804
local minima,-0.9538347761778396,-0.997535124476214,0.98819822973446,0.3999999999999999,0.13871410716534435
external memory,-0.8581689029202841,-0.9965491742666995,0.8901835275291294,0.3999999999999999,0.1381761974388763
networks using,-0.8957836580401279,-1.0,0.92153823073461,0.3999999999999999,0.1364386431736205
cross site,-0.9177255985267035,-1.0,0.9433415012251838,0.3999999999999999,0.13640397567462
service attacks,-0.972312095075321,-0.9896475228000986,0.8126719007851178,0.5,0.13560757528744424
tree structures,-0.9392151278692259,-0.9970421493714567,0.7802170325548834,0.5,0.13539836870284153
image segmentation,-0.9158652068181055,-0.8501355681538082,0.18437765664849715,0.8,0.13462133404990756
instant messaging,0.3329650092081029,-0.9945772738476707,0.5843876581487222,-0.09999999999999998,0.13460930314682273
kernel methods,-0.9470210542033747,-0.9871826472763126,0.7792668900335051,0.5,0.13370232659371697
