phrase,concordance_score
reliable wireless,1.4925373134328357
wireless internet,1.824817518248175
malicious code,5.263157894736842
wireless applications,0.36496350364963503
penetration testing,50.0
legal requirements,7.4074074074074066
management support,0.35842293906810035
wireless communications,0.7299270072992701
mobile communications,0.4285714285714286
collaborative approach,2.586206896551724
systems development,2.5396825396825395
legal issues,3.7037037037037033
remote access,3.3333333333333335
risk analysis,11.76470588235294
packet access,1.1494252873563218
high-speed downlink,4.166666666666666
data centers,0.0625782227784731
external networks,1.7857142857142856
secured connections,25.0
confidential information,16.666666666666664
multiple access,1.1086474501108647
performance analysis,3.3210332103321036
mobility management,10.256410256410255
mobile computing,2.142857142857143
mobile services,1.2857142857142856
data retrieval,0.5006257822277848
web applications,3.498542274052478
routing protocols,15.04424778761062
video streaming,0.7352941176470588
maturity model,40.0
network security,1.9677996422182469
game theory,1.7699115044247788
security requirements,8.695652173913043
application security,0.8287292817679558
critical business,0.5649717514124294
application development,4.41988950276243
channel coding,1.5384615384615385
selfish behavior,40.0
packet forwarding,3.4482758620689653
criminal investigations,28.57142857142857
smart space,7.142857142857142
conceptual tools,0.819672131147541
digital camera,2.9850746268656714
privacy enhancing,1.7543859649122806
identity theft,20.51282051282051
legal issues,3.7037037037037033
forensic investigation,5.263157894736842
face recognition,23.333333333333332
digital rights,1.8656716417910446
peer-to-peer systems,14.285714285714285
payment system,5.128205128205128
electronic signatures,1.079136690647482
internet usage,1.8181818181818181
information technology,4.539559014267185
information security,4.409857328145266
computer worms,0.18214936247723132
identity theft,20.51282051282051
young people,20.0
access control,35.12544802867383
security model,1.932367149758454
security protection,0.1610305958132045
data mining,4.693366708385482
intellectual property,46.15384615384615
mobile agents,2.4285714285714284
software engineering,8.51063829787234
context-aware security,8.0
building secure,2.247191011235955
information security,4.409857328145266
temporal logic,8.108108108108109
usability evaluation,19.672131147540984
digital library,1.1194029850746268
digital libraries,2.2388059701492535
digital environment,0.3731343283582089
knowledge repositories,0.38461538461538464
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
digital archives,0.3731343283582089
digital libraries,2.2388059701492535
resource discovery,3.3333333333333335
visual interfaces,0.9478672985781991
digital libraries,2.2388059701492535
digital library,1.1194029850746268
new roles,0.06872852233676977
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
user profiles,0.49668874172185434
digital libraries,2.2388059701492535
word segmentation,5.555555555555555
digital libraries,2.2388059701492535
grid computing,9.615384615384617
grid infrastructure,0.9615384615384616
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
digital libraries,2.2388059701492535
core topics,0.7518796992481203
digital libraries,2.2388059701492535
model checking,2.088167053364269
binary decision,1.8518518518518516
automata theory,25.0
model checking,2.088167053364269
program verification,0.4
model checking,2.088167053364269
model checking,2.088167053364269
model checking,2.088167053364269
hybrid systems,2.8301886792452833
model checking,2.088167053364269
model checking,2.088167053364269
security protocols,3.059581320450886
model checking,2.088167053364269
model checking,2.088167053364269
concurrent programs,9.375
model checking,2.088167053364269
model checking,2.088167053364269
functional specification,0.7633587786259541
temporal logic,8.108108108108109
model checking,2.088167053364269
data-flow analysis,75.0
model checking,2.088167053364269
real-time systems,4.2105263157894735
model checking,2.088167053364269
parallel algorithms,2.888086642599278
computational geometry,4.0201005025125625
second edition,4.861111111111112
coding theory,3.0303030303030303
finite point,1.3888888888888888
geographic information,42.857142857142854
geometric modeling,8.13953488372093
nearest neighbors,14.285714285714285
convex hull,38.88888888888889
basic properties,0.4716981132075472
knowledge management,5.384615384615385
knowledge transfer,0.38461538461538464
tacit knowledge,100.0
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge management,5.384615384615385
second edition,4.861111111111112
data semantics,0.1251564455569462
intellectual capital,7.6923076923076925
knowledge management,5.384615384615385
knowledge management,5.384615384615385
social networks,3.9215686274509802
conceptual model,21.311475409836063
knowledge management,5.384615384615385
knowledge management,5.384615384615385
innovation processes,7.142857142857142
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge representation,5.769230769230769
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge management,5.384615384615385
service-oriented architectures,4.0
knowledge discovery,3.076923076923077
knowledge management,5.384615384615385
knowledge management,5.384615384615385
risk management,28.235294117647058
knowledge management,5.384615384615385
competitive advantage,12.5
knowledge management,5.384615384615385
mining techniques,11.904761904761903
communication technologies,3.4129692832764507
knowledge management,5.384615384615385
human capital,0.3215434083601286
knowledge creation,0.38461538461538464
knowledge management,5.384615384615385
knowledge management,5.384615384615385
neural networks,22.388059701492537
mobile technology,1.2857142857142856
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge integration,0.7692307692307693
strategic alliances,2.2222222222222223
knowledge management,5.384615384615385
knowledge management,5.384615384615385
business networks,0.437636761487965
knowledge management,5.384615384615385
association rules,53.65853658536586
knowledge management,5.384615384615385
knowledge management,5.384615384615385
innovation processes,7.142857142857142
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge management,5.384615384615385
social network,4.411764705882353
knowledge management,5.384615384615385
knowledge management,5.384615384615385
knowledge management,5.384615384615385
clinical trials,4.545454545454546
clinical trials,4.545454545454546
statistical data,3.9603960396039604
recent developments,4.81283422459893
decision theory,1.1428571428571428
cluster analysis,7.352941176470589
time series,2.73972602739726
financial engineering,2.564102564102564
numerical methods,3.6363636363636362
random sample,1.2658227848101267
recent advances,4.27807486631016
heavy-tailed distributions,33.33333333333333
multivariate techniques,33.33333333333333
statistical inference,1.9801980198019802
stochastic processes,3.3333333333333335
data quality,0.5006257822277848
probability measures,3.3333333333333335
order statistics,1.680672268907563
statistical inference,1.9801980198019802
decision theory,1.1428571428571428
multidimensional scaling,1.639344262295082
normal distribution,2.564102564102564
least squares,15.555555555555555
structural equation,5.555555555555555
time series,2.73972602739726
developing countries,8.73015873015873
component analysis,13.157894736842104
probability theory,6.666666666666667
uniform distribution,5.0
exact inference,11.11111111111111
general linear,0.42194092827004215
expert systems,19.51219512195122
missing data,47.22222222222222
higher order,2.0689655172413794
clinical trials,4.545454545454546
statistical modeling,3.9603960396039604
financial markets,5.128205128205128
statistical estimation,0.9900990099009901
time series,2.73972602739726
statistical inference,1.9801980198019802
normal distribution,2.564102564102564
probability theory,6.666666666666667
statistical pattern,0.9900990099009901
probability distributions,16.666666666666664
global warming,0.5291005291005291
linear regression,0.6329113924050633
time series,2.73972602739726
probability theory,6.666666666666667
uniform random,1.6666666666666667
number generators,10.526315789473683
regression analysis,33.33333333333333
market research,1.3333333333333335
parametric estimation,5.0
information theory,0.9079118028534372
stochastic processes,3.3333333333333335
clinical trials,4.545454545454546
large numbers,2.3605150214592276
developing countries,8.73015873015873
statistical analysis,10.891089108910892
statistical methods,0.9900990099009901
time series,2.73972602739726
statistical methods,0.9900990099009901
optimal designs,0.5555555555555556
stochastic processes,3.3333333333333335
stochastic processes,3.3333333333333335
small area,0.5128205128205128
information theory,0.9079118028534372
random fields,1.2658227848101267
statistical inference,1.9801980198019802
network models,0.8944543828264758
increasing numbers,1.4925373134328357
data mining,4.693366708385482
statistical inference,1.9801980198019802
social network,4.411764705882353
statistical perspective,0.9900990099009901
recent advances,4.27807486631016
statistical methods,0.9900990099009901
statistical analysis,10.891089108910892
stopping rules,100.0
stochastic processes,3.3333333333333335
fuzzy logic,13.793103448275861
correlation coefficient,15.909090909090908
differential equations,35.714285714285715
pattern recognition,28.78787878787879
medical research,1.1111111111111112
business flow,0.2188183807439825
statistical methods,0.9900990099009901
fuzzy sets,0.8620689655172413
quality control,0.7352941176470588
statistical estimation,0.9900990099009901
knowledge discovery,3.076923076923077
data mining,4.693366708385482
information fusion,0.25940337224383914
information extraction,1.1673151750972763
feature extraction,18.68686868686869
statistical methods,0.9900990099009901
data mining,4.693366708385482
attribute values,1.8518518518518516
data mining,4.693366708385482
data mining,4.693366708385482
granular computing,31.57894736842105
intrusion detection,82.25806451612904
neural networks,22.388059701492537
data mining,4.693366708385482
data mining,4.693366708385482
data mining,4.693366708385482
ensemble methods,16.666666666666664
data mining,4.693366708385482
fuzzy logic,13.793103448275861
data mining,4.693366708385482
data mining,4.693366708385482
decomposition methods,5.263157894736842
data mining,4.693366708385482
financial applications,2.564102564102564
high-dimensional data,14.285714285714285
vector machines,4.0
data mining,4.693366708385482
visual analysis,0.9478672985781991
fractal geometry,6.25
evolutionary algorithms,11.538461538461538
data mining,4.693366708385482
data mining,4.693366708385482
