phrase,frequency,concordance_score,uniqueness,wiki_score,popularity,purity,suggested_query_score,computer science,python,machine learning,artificial intelligence,ai,deep learning,algorithms,code,architecture,api,software,framework,computer security,computer system,computer systems,label
machine learning,497,30.708661417322837,0.954475,1.0,0.016310160427807488,0.8944954128440367,4.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,True
optimization algorithm,62,5.806451612903226,0.785425,0.85,0.000375,1.1156626506024097,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True
computer forensics,15,0.0,0.992225,0.8,0.0002828193832599119,0.943076923076923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
continuity planning,2,11.76470588235294,0.759325,0.2,6.363636363636364e-05,0.9722222222222222,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
interactive art,1,1.1904761904761905,0.9359500000000001,0.4,2.8078602620087336e-05,0.6813880126182965,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
uniform distribution,6,5.0,0.85155,0.0,0.0003925,0.9673024523160763,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
knowledge creation,20,0.38461538461538464,0.909875,0.05,6.582278481012659e-05,1.0256410256410255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
software documentation,1,0.1182033096926714,0.94935,0.85,0.00040776255707762556,0.9899216125419933,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
real-time tasks,14,2.631578947368421,0.9088,0.45,2.7783018867924528e-05,1.0981996726677579,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data security,24,0.31289111389236546,0.9893000000000001,0.85,0.0008272727272727273,0.898876404494382,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
robotics,138,0.0,0.40305,0.75,0.013955555555555556,1.665615141955836,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
affective computing,8,15.555555555555555,0.9445250000000001,0.75,8.28125e-05,1.6024844720496894,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
transaction processing,14,9.375,0.8768499999999999,0.65,0.0001553648068669528,1.0083565459610029,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
embedded systems,91,21.374045801526716,0.858325,0.8,0.002419047619047619,1.5775193798449612,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational chemistry,9,0.0,0.708725,0.75,0.00023582089552238807,0.6088794926004228,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
mobile commerce,37,1.8571428571428572,0.9386000000000001,0.2,6.787330316742082e-05,0.5899280575539568,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
interpolation,135,0.0,1.0,0.7,0.0028949771689497717,1.3806970509383378,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
character animation,4,5.357142857142857,0.8573,0.2,7.324561403508772e-05,0.9823529411764705,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
computational science,8,0.5025125628140703,0.777325,0.75,0.0009285714285714286,1.0495049504950495,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
group communication,11,1.0526315789473684,0.9641,0.1,8.30188679245283e-05,1.0172413793103448,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
genetic algorithms,580,23.636363636363637,0.7383,0.55,0.0007768595041322314,0.9742268041237113,4.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,True
security protection,7,0.1610305958132045,0.969725,0.2,5.185185185185185e-05,0.601063829787234,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
approximation results,4,3.7037037037037033,0.695175,0.5,1.8046511627906978e-05,0.969309462915601,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data mining,334,4.693366708385482,0.89275,0.75,0.007556561085972851,0.9837837837837838,1.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
content distribution,20,1.8181818181818181,0.9597,0.5,0.00010171428571428571,0.9943502824858758,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
immersive visualization,1,3.571428571428571,0.715075,0.6,5.799086757990868e-06,0.9393939393939394,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
computational science,8,0.5025125628140703,0.777325,0.75,0.0008995633187772926,0.9808612440191388,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
language processing,7,8.720930232558139,0.94885,0.7,0.0027465437788018435,1.0242214532871972,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
knowledge communication,3,0.38461538461538464,0.9462,0.1,1.724867724867725e-05,1.670731707317073,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
knowledge repositories,1,0.38461538461538464,0.9776,0.3,1.2260869565217391e-05,0.5896907216494846,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data classification,21,0.37546933667083854,0.904475,0.4,9.539170506912442e-05,0.9862385321100917,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
robot control,22,6.0,0.86195,0.85,8.780487804878048e-05,0.9836065573770492,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
medical imaging,33,6.666666666666667,0.883375,0.5,0.001081218274111675,0.9804878048780488,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data quality,32,0.5006257822277848,0.986975,0.3,0.0008636363636363636,0.923469387755102,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dynamic programming,133,1.8306636155606408,0.8908750000000001,1.0,0.0010229357798165137,0.610079575596817,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computability theory,1,80.0,0.9588,0.75,4.636363636363636e-05,1.0033783783783783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network computing,6,0.8944543828264758,0.9368000000000001,0.75,6.026200873362445e-05,1.0140845070422535,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
programming languages,45,14.457831325301203,0.9049750000000001,1.0,0.002228021978021978,1.040251572327044,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
constraint programming,52,2.3255813953488373,0.709825,0.95,7.223719676549865e-05,1.0248447204968945,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
systems thinking,9,0.0,0.942925,0.2,0.00010982142857142857,0.9925925925925926,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
decomposition methods,17,5.263157894736842,0.6025,0.55,4.0495495495495496e-05,1.668520578420467,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
web document,1,0.5830903790087464,0.978,0.8,2.868085106382979e-05,0.9986225895316805,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
human interaction,16,0.3215434083601286,0.894325,0.3,0.00032719298245614033,1.0633284241531664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
digital watermarking,20,2.2388059701492535,0.9909,0.65,5.3153153153153155e-05,1.6134453781512605,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
object management,5,0.796812749003984,0.966175,0.7,8.659217877094972e-05,0.9795918367346939,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
learning algorithm,24,4.7272727272727275,0.877075,0.95,0.0010299401197604791,0.975975975975976,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
smartphones,145,0.0,1.0,0.3,0.0020974358974358972,1.058974358974359,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational time,3,2.0100502512562812,0.787075,0.95,8.907103825136612e-05,0.9410112359550562,1.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
adaptive hypermedia,5,0.6578947368421052,0.76925,0.7,3.0170454545454547e-05,1.1295896328293737,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
peer-to-peer systems,41,14.285714285714285,0.9922,0.3,4.6186440677966104e-05,1.6574074074074074,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
socket layer,3,100.0,0.7988,0.85,3.0678733031674206e-05,0.9778761061946902,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
anonymity,68,0.0,1.0,0.5,0.00081,0.9484536082474226,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
information privacy,8,0.12970168612191957,0.9944500000000001,0.8,7.327188940092166e-05,1.6603773584905661,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
decision theory,16,1.1428571428571428,0.930625,0.2,0.00018734177215189873,1.0036496350364963,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
discovering communities,2,13.333333333333334,0.626075,0.15,2.323943661971831e-06,0.9853249475890985,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
identity theft,14,20.51282051282051,0.79775,0.25,0.0001982300884955752,1.0490654205607477,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
computational science,8,0.5025125628140703,0.777325,0.75,0.000867579908675799,1.04739336492891,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network function,1,0.17889087656529518,0.970975,0.7,8.189300411522633e-05,1.0707964601769913,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
automated reasoning,19,2.4096385542168677,0.6485749999999999,0.75,9.875389408099688e-05,0.6025236593059937,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
transactional memory,13,28.000000000000004,0.9861249999999999,0.85,2.315068493150685e-05,0.6247030878859857,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer interaction,2,4.371584699453552,0.89855,0.9,0.002027027027027027,0.5992010652463382,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
kernel methods,27,2.7027027027027026,0.88965,0.7,6.17391304347826e-05,1.0277777777777777,2.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False
smartphones,145,0.0,1.0,0.3,0.003112612612612613,1.0047846889952152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
stochastic processes,33,3.3333333333333335,0.5743499999999999,0.15,0.0005982142857142857,0.594776119402985,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
business processes,64,13.347921225382933,0.9470000000000001,0.15,0.0013818181818181818,0.9857142857142858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
scientific visualization,5,4.477611940298507,0.666875,0.75,4.956140350877193e-05,0.9830508474576272,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
order statistics,48,1.680672268907563,0.96675,0.0,7.636363636363636e-05,0.9657142857142857,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
numerical analysis,94,3.6363636363636362,0.803875,0.85,0.0007894736842105263,0.7022058823529411,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
mobile communications,57,0.4285714285714286,0.955725,0.05,0.0002233183856502242,1.800411522633745,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
conceptual design,30,5.737704918032787,0.745475,0.25,0.00013464912280701754,0.826625386996904,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
interoperability,90,0.0,0.36015,0.55,0.0018793103448275861,1.281512605042017,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
artificial intelligence,330,30.88235294117647,0.788925,0.95,0.015857142857142858,1.0354477611940298,2.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,True
data security,24,0.31289111389236546,0.9893000000000001,0.85,0.0007077625570776256,1.089171974522293,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
case study,335,56.14035087719298,0.980175,0.1,0.01091304347826087,0.9090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
software testing,34,0.9456264775413712,0.959975,1.0,0.0012689075630252101,0.9900662251655629,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
artificial intelligence,330,30.88235294117647,0.788925,0.95,0.029896907216494847,0.9961977186311787,2.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,True
hierarchical memory,3,1.0,0.6348499999999999,0.7,5.2127659574468086e-06,1.0812182741116751,0.7777777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
warehouse systems,3,5.555555555555555,0.875175,0.2,1.5092592592592593e-05,0.9484848484848485,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
structure visualization,1,1.0526315789473684,0.685125,0.6,8.305084745762712e-06,0.9912280701754386,1.2999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
conceptual model,12,21.311475409836063,0.7397,0.6,0.0003180555555555556,0.9177679882525698,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
maximal independent,4,9.090909090909092,0.5385,0.6,1.8930232558139534e-05,1.0460358056265984,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
digital libraries,181,2.2388059701492535,0.9205,0.15,0.0001353191489361702,1.7768361581920904,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
remote sensing,261,8.88888888888889,0.694475,0.05,0.0017242990654205608,0.9837837837837838,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
real-time data,7,3.684210526315789,0.99675,0.25,0.00039611111111111113,1.0961538461538463,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
internet usage,11,1.8181818181818181,0.918075,0.5,8.720379146919431e-05,1.0380434782608696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
wireless networking,10,1.824817518248175,0.931925,0.35,0.00031176470588235297,0.9855907780979827,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
packet forwarding,4,3.4482758620689653,0.642725,0.6,4.443396226415094e-05,1.024,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
modularity,32,0.0,1.0,0.4,0.0004271889400921659,0.9967637540453075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
chaos theory,6,0.0,0.787175,0.45,9.192825112107624e-05,1.6585365853658536,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
school education,6,9.523809523809524,0.9898750000000001,0.0,0.00038596491228070175,0.9668874172185431,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
proxy signatures,2,1.9230769230769231,0.627675,0.5,2.417004048582996e-06,0.972972972972973,-0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
network architecture,21,0.8944543828264758,0.943075,0.6,0.0007916666666666666,0.9836956521739131,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image compression,101,3.8539553752535496,0.84405,0.95,0.00015550239234449762,0.8895348837209303,2.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
computer networking,3,0.18214936247723132,0.947525,0.55,0.0006649214659685864,1.088,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational geometry,11,4.0201005025125625,0.604525,0.8,0.0001811965811965812,0.8934240362811792,5.0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,True
knowledge-based systems,54,16.666666666666664,0.9922,0.8,0.00024953703703703705,1.6596558317399617,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
compiler construction,3,0.0,0.8054749999999999,1.0,3.787465940054496e-05,0.6017316017316018,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
real-time systems,81,4.2105263157894735,0.9922,0.35,0.00032458333333333335,0.9766081871345029,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
resource constraints,26,5.0,0.831275,0.45,8.973214285714285e-05,1.0097087378640777,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
access control,126,35.12544802867383,0.983625,0.75,0.0014772727272727272,0.9090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
surveillance systems,9,13.636363636363635,0.8416,0.15,8.846153846153847e-05,0.6006006006006006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
algorithmic trading,1,0.0,0.953075,0.5,5.476190476190476e-05,1.0265486725663717,1.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
robust estimation,58,6.896551724137931,0.5786,0.4,4.2804232804232806e-05,0.5654676258992806,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
correlation analysis,28,6.8181818181818175,0.80045,0.3,0.00016956521739130436,0.9946524064171123,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
virtual memory,10,1.9138755980861244,0.945325,0.55,0.00023072916666666668,0.9651162790697675,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
mining algorithms,7,4.761904761904762,0.742875,0.7,0.00011413612565445026,1.6608695652173913,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
face verification,18,2.0,0.8395250000000001,0.5,1.764705882352941e-05,1.0087336244541485,2.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
machine learning,497,30.708661417322837,0.954475,1.0,0.026787330316742082,1.2868852459016393,4.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,True
systems management,6,1.2698412698412698,0.9871000000000001,0.5,0.0005414847161572052,0.9907407407407407,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
virtual worlds,47,4.784688995215311,0.81105,0.6,0.00016514522821576763,1.0762942779291553,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
user data,4,1.1589403973509933,0.9921500000000001,0.75,0.00020508474576271186,1.1568228105906313,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
generative model,5,14.285714285714285,0.9881249999999999,0.65,9.179487179487179e-05,1.0059171597633136,3.7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,True
risk management,44,28.235294117647058,0.973025,0.3,0.004197424892703863,0.9937369519832986,0.8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,False
unit testing,2,4.0,0.9424,0.7,0.00044115044247787613,0.9608826479438315,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
channel coding,9,1.5384615384615385,0.82725,0.75,3.387096774193548e-05,0.9682539682539683,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
sequence learning,5,1.7543859649122806,0.9268000000000001,0.6,2.6824034334763947e-05,0.9951612903225806,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
segmentation problem,2,3.7735849056603774,0.587825,0.55,1.9820627802690585e-05,0.9953810623556582,1.4444444444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
artificial intelligence,330,30.88235294117647,0.788925,0.95,0.02563876651982379,0.9798657718120806,2.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,True
data protection,11,0.5006257822277848,0.973925,0.7,0.002086363636363636,1.2519685039370079,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
access control,126,35.12544802867383,0.983625,0.75,0.0014976525821596245,0.9819819819819819,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software development,101,12.056737588652481,0.990675,0.95,0.007488986784140969,0.6768707482993197,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
chaos theory,6,0.0,0.787175,0.45,9.030837004405286e-05,0.9808612440191388,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
evolutionary algorithms,229,11.538461538461538,0.5851999999999999,0.95,0.00017387387387387388,1.1084598698481563,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
statistical data,10,3.9603960396039604,0.898475,0.15,0.0002774725274725275,0.976313079299691,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
computational geometry,11,4.0201005025125625,0.604525,0.8,0.0001890909090909091,1.0043290043290043,5.0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,True
program verification,8,0.4,0.858875,0.5,2.8535353535353536e-05,1.0462962962962963,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
smart cards,61,9.523809523809524,0.928725,0.6,9.360730593607307e-05,1.0146341463414634,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
innovation processes,4,7.142857142857142,0.850375,0.05,2.8956521739130434e-05,1.0405405405405406,0.30000000000000004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
language model,2,0.5813953488372093,0.9741,0.95,0.00011170731707317073,1.0186046511627906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
finite field,8,2.7777777777777777,0.79495,0.15,3.542234332425068e-05,1.0229007633587786,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
logic programming,110,23.18840579710145,0.879075,0.65,0.0003538812785388128,1.0600461893764435,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
autonomic systems,4,9.523809523809524,0.9922,0.1,1.5906976744186047e-05,0.9661016949152542,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
multicast protocols,3,11.11111111111111,0.5178,0.55,2.0869565217391306e-05,0.8958333333333334,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
probability distributions,33,16.666666666666664,0.675475,0.05,0.00030454545454545453,1.0268817204301075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
user mobility,10,0.16556291390728478,0.8479,0.25,2.359504132231405e-05,0.6343519494204426,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
network management,28,0.8944543828264758,0.987175,0.35,0.0007047619047619048,1.59375,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
temporal reasoning,16,0.9009009009009009,0.532825,0.5,2.978448275862069e-05,1.0040431266846361,2.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,False
object tracking,83,0.796812749003984,0.895025,0.5,0.00012477477477477477,1.0449438202247192,2.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,True
critical issues,6,3.389830508474576,0.9425250000000001,0.15,0.00019009009009009008,0.9613636363636363,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
computational systems,6,2.512562814070352,0.7805,0.8,7.654867256637168e-05,1.0118343195266273,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
block cipher,9,3.571428571428571,0.958475,0.55,7.01834862385321e-05,1.0344827586206897,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
access control,126,35.12544802867383,0.983625,0.75,0.0019479166666666666,1.0337078651685394,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data security,24,0.31289111389236546,0.9893000000000001,0.85,0.0007788461538461538,0.9940828402366864,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
clustering algorithms,27,4.301075268817205,0.4778,0.45,0.0001985645933014354,0.9622641509433962,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True
statistical modeling,38,3.9603960396039604,0.790225,0.25,0.00023186274509803923,0.9547413793103449,3.2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,True
mobile web,9,0.4285714285714286,0.984875,0.8,0.00020681818181818182,0.6067415730337079,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
feature vectors,5,6.0606060606060606,0.6844250000000001,0.95,0.00016157407407407407,0.9943019943019943,0.5999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
artificial intelligence,330,30.88235294117647,0.788925,0.95,0.022217391304347828,0.5997706422018348,2.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,True
represent data,1,2.898550724637681,0.922375,0.5,5.221674876847291e-05,1.0192307692307692,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
life cycle,7,41.55844155844156,0.9276,0.15,0.0035309734513274335,1.0695652173913044,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
image processing,193,7.707910750507099,0.9535,0.85,0.005207373271889401,0.9907407407407407,2.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
application development,10,4.41988950276243,0.98175,0.95,0.002080357142857143,1.0240700218818382,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
knowledge representation,58,5.769230769230769,0.88075,0.85,0.0002948717948717949,0.8202247191011236,2.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,True
